ID,Name,Description,module,submodule,kind,datatype,dim,typespec,unitset,multivalued,dataset
886,MarkerHasPreposedExponentForNPRelated,GrammaticalMarkers::MarkerHasPreposedExponent value for NPRelated,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPreposedExponent
887,MarkerHasPreposedExponentForClassification,GrammaticalMarkers::MarkerHasPreposedExponent value for Classification,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPreposedExponent
888,MarkerHasPreposedExponentForEventSpecs,GrammaticalMarkers::MarkerHasPreposedExponent value for EventSpecs,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPreposedExponent
889,MarkerHasPreposedExponentForRole,GrammaticalMarkers::MarkerHasPreposedExponent value for Role,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPreposedExponent
893,MarkerHasPostposedExponentForTAMPlus,GrammaticalMarkers::MarkerHasPostposedExponent value for TAMPlus,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
894,MarkerHasPostposedExponentForOperators,GrammaticalMarkers::MarkerHasPostposedExponent value for Operators,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
895,MarkerHasPostposedExponentForValence,GrammaticalMarkers::MarkerHasPostposedExponent value for Valence,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
896,MarkerHasPostposedExponentForInterClausal,GrammaticalMarkers::MarkerHasPostposedExponent value for InterClausal,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
897,MarkerHasPostposedExponentForOther,GrammaticalMarkers::MarkerHasPostposedExponent value for Other,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
898,MarkerHasPostposedExponentForPragmatic,GrammaticalMarkers::MarkerHasPostposedExponent value for Pragmatic,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
899,MarkerHasPostposedExponentForNumber,GrammaticalMarkers::MarkerHasPostposedExponent value for Number,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
900,MarkerHasPostposedExponentForEvidential,GrammaticalMarkers::MarkerHasPostposedExponent value for Evidential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
901,MarkerHasPostposedExponentForNPRelated,GrammaticalMarkers::MarkerHasPostposedExponent value for NPRelated,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
902,MarkerHasPostposedExponentForClassification,GrammaticalMarkers::MarkerHasPostposedExponent value for Classification,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
903,MarkerHasPostposedExponentForEventSpecs,GrammaticalMarkers::MarkerHasPostposedExponent value for EventSpecs,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
904,MarkerHasPostposedExponentForRole,GrammaticalMarkers::MarkerHasPostposedExponent value for Role,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasPostposedExponent
908,MarkerHasMultipleExponentsForTAMPlus,GrammaticalMarkers::MarkerHasMultipleExponents value for TAMPlus,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
909,MarkerHasMultipleExponentsForOperators,GrammaticalMarkers::MarkerHasMultipleExponents value for Operators,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
910,MarkerHasMultipleExponentsForValence,GrammaticalMarkers::MarkerHasMultipleExponents value for Valence,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
911,MarkerHasMultipleExponentsForInterClausal,GrammaticalMarkers::MarkerHasMultipleExponents value for InterClausal,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
912,MarkerHasMultipleExponentsForOther,GrammaticalMarkers::MarkerHasMultipleExponents value for Other,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
913,MarkerHasMultipleExponentsForPragmatic,GrammaticalMarkers::MarkerHasMultipleExponents value for Pragmatic,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
914,MarkerHasMultipleExponentsForNumber,GrammaticalMarkers::MarkerHasMultipleExponents value for Number,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
915,MarkerHasMultipleExponentsForEvidential,GrammaticalMarkers::MarkerHasMultipleExponents value for Evidential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
916,MarkerHasMultipleExponentsForNPRelated,GrammaticalMarkers::MarkerHasMultipleExponents value for NPRelated,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
917,MarkerHasMultipleExponentsForClassification,GrammaticalMarkers::MarkerHasMultipleExponents value for Classification,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
918,MarkerHasMultipleExponentsForEventSpecs,GrammaticalMarkers::MarkerHasMultipleExponents value for EventSpecs,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
919,MarkerHasMultipleExponentsForRole,GrammaticalMarkers::MarkerHasMultipleExponents value for Role,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionMacrocategoriesAggregatedByMarkerHasMultipleExponents
923,MarkerPositionForADefault,GrammaticalMarkers::MarkerPosition value for ADefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
924,MarkerPositionForUDefault,GrammaticalMarkers::MarkerPosition value for UDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
925,MarkerPositionForSDefault,GrammaticalMarkers::MarkerPosition value for SDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
926,MarkerPositionForBDefault,GrammaticalMarkers::MarkerPosition value for BDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
927,MarkerPositionForPOSSDefault,GrammaticalMarkers::MarkerPosition value for POSSDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
928,MarkerPositionForARGNom,GrammaticalMarkers::MarkerPosition value for ARGNom,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
929,MarkerPositionForOAdp,GrammaticalMarkers::MarkerPosition value for OAdp,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
930,MarkerPositionForAFF,GrammaticalMarkers::MarkerPosition value for AFF,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
931,MarkerPositionForTDefault,GrammaticalMarkers::MarkerPosition value for TDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
932,MarkerPositionForIDefault,GrammaticalMarkers::MarkerPosition value for IDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
933,MarkerPositionForGDefault,GrammaticalMarkers::MarkerPosition value for GDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
934,MarkerPositionForCore,GrammaticalMarkers::MarkerPosition value for Core,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
935,MarkerPositionForPat,GrammaticalMarkers::MarkerPosition value for Pat,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
936,MarkerPositionForUBDefault,GrammaticalMarkers::MarkerPosition value for UBDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPosition
940,MarkerPositionBinned4ForADefault,GrammaticalMarkers::MarkerPositionBinned4 value for ADefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
941,MarkerPositionBinned4ForUDefault,GrammaticalMarkers::MarkerPositionBinned4 value for UDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
942,MarkerPositionBinned4ForSDefault,GrammaticalMarkers::MarkerPositionBinned4 value for SDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
943,MarkerPositionBinned4ForBDefault,GrammaticalMarkers::MarkerPositionBinned4 value for BDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
944,MarkerPositionBinned4ForPOSSDefault,GrammaticalMarkers::MarkerPositionBinned4 value for POSSDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
945,MarkerPositionBinned4ForARGNom,GrammaticalMarkers::MarkerPositionBinned4 value for ARGNom,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
946,MarkerPositionBinned4ForOAdp,GrammaticalMarkers::MarkerPositionBinned4 value for OAdp,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
947,MarkerPositionBinned4ForAFF,GrammaticalMarkers::MarkerPositionBinned4 value for AFF,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
948,MarkerPositionBinned4ForTDefault,GrammaticalMarkers::MarkerPositionBinned4 value for TDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
949,MarkerPositionBinned4ForIDefault,GrammaticalMarkers::MarkerPositionBinned4 value for IDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
950,MarkerPositionBinned4ForGDefault,GrammaticalMarkers::MarkerPositionBinned4 value for GDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
951,MarkerPositionBinned4ForCore,GrammaticalMarkers::MarkerPositionBinned4 value for Core,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
952,MarkerPositionBinned4ForPat,GrammaticalMarkers::MarkerPositionBinned4 value for Pat,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
953,MarkerPositionBinned4ForUBDefault,GrammaticalMarkers::MarkerPositionBinned4 value for UBDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned4
957,MarkerPositionBinned5ForADefault,GrammaticalMarkers::MarkerPositionBinned5 value for ADefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
958,MarkerPositionBinned5ForUDefault,GrammaticalMarkers::MarkerPositionBinned5 value for UDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
959,MarkerPositionBinned5ForSDefault,GrammaticalMarkers::MarkerPositionBinned5 value for SDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
960,MarkerPositionBinned5ForBDefault,GrammaticalMarkers::MarkerPositionBinned5 value for BDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
961,MarkerPositionBinned5ForPOSSDefault,GrammaticalMarkers::MarkerPositionBinned5 value for POSSDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
962,MarkerPositionBinned5ForARGNom,GrammaticalMarkers::MarkerPositionBinned5 value for ARGNom,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
963,MarkerPositionBinned5ForOAdp,GrammaticalMarkers::MarkerPositionBinned5 value for OAdp,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
964,MarkerPositionBinned5ForAFF,GrammaticalMarkers::MarkerPositionBinned5 value for AFF,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
965,MarkerPositionBinned5ForTDefault,GrammaticalMarkers::MarkerPositionBinned5 value for TDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
966,MarkerPositionBinned5ForIDefault,GrammaticalMarkers::MarkerPositionBinned5 value for IDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
967,MarkerPositionBinned5ForGDefault,GrammaticalMarkers::MarkerPositionBinned5 value for GDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
968,MarkerPositionBinned5ForCore,GrammaticalMarkers::MarkerPositionBinned5 value for Core,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
969,MarkerPositionBinned5ForPat,GrammaticalMarkers::MarkerPositionBinned5 value for Pat,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
970,MarkerPositionBinned5ForUBDefault,GrammaticalMarkers::MarkerPositionBinned5 value for UBDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerPositionBinned5
974,MarkerHasPreposedExponentForADefault,GrammaticalMarkers::MarkerHasPreposedExponent value for ADefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
975,MarkerHasPreposedExponentForUDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for UDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
976,MarkerHasPreposedExponentForSDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for SDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
977,MarkerHasPreposedExponentForBDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for BDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
978,MarkerHasPreposedExponentForPOSSDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for POSSDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
979,MarkerHasPreposedExponentForARGNom,GrammaticalMarkers::MarkerHasPreposedExponent value for ARGNom,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
980,MarkerHasPreposedExponentForOAdp,GrammaticalMarkers::MarkerHasPreposedExponent value for OAdp,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
981,MarkerHasPreposedExponentForAFF,GrammaticalMarkers::MarkerHasPreposedExponent value for AFF,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
982,MarkerHasPreposedExponentForTDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for TDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
983,MarkerHasPreposedExponentForIDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for IDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
984,MarkerHasPreposedExponentForGDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for GDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
985,MarkerHasPreposedExponentForCore,GrammaticalMarkers::MarkerHasPreposedExponent value for Core,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
986,MarkerHasPreposedExponentForPat,GrammaticalMarkers::MarkerHasPreposedExponent value for Pat,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
987,MarkerHasPreposedExponentForUBDefault,GrammaticalMarkers::MarkerHasPreposedExponent value for UBDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPreposedExponent
991,MarkerHasPostposedExponentForADefault,GrammaticalMarkers::MarkerHasPostposedExponent value for ADefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPostposedExponent
992,MarkerHasPostposedExponentForUDefault,GrammaticalMarkers::MarkerHasPostposedExponent value for UDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPostposedExponent
993,MarkerHasPostposedExponentForSDefault,GrammaticalMarkers::MarkerHasPostposedExponent value for SDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPostposedExponent
994,MarkerHasPostposedExponentForBDefault,GrammaticalMarkers::MarkerHasPostposedExponent value for BDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPostposedExponent
995,MarkerHasPostposedExponentForPOSSDefault,GrammaticalMarkers::MarkerHasPostposedExponent value for POSSDefault,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPostposedExponent
996,MarkerHasPostposedExponentForARGNom,GrammaticalMarkers::MarkerHasPostposedExponent value for ARGNom,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbAgreementAggregatedByMarkerHasPostposedExponent
