"LID","AlignmentAgrAccDegree.binned3","AlignmentAgrAccDegree","AlignmentAgrDominantPTG","AlignmentAgrDominantSAP","AlignmentAgrDominantSAPTG","AlignmentAgrErgDegree.binned3","AlignmentAgrErgDegree","AlignmentCaseAccDegree.binned3","AlignmentCaseAccDegree","AlignmentCaseDominantPTG","AlignmentCaseDominantSAP","AlignmentCaseDominantSAPTG","AlignmentCaseErgDegree.binned3","AlignmentCaseErgDegree","AlignmentCaseDominantLexSAP","AlignmentCaseDominantProSAP","CaseSplitByPolarity.Presence","AgrSplitByRef.Presence","CaseSplitByRef.Presence","AgrSplitByValClass.Presence","CaseSplitByValClass.Presence","AgrSplitByRank.Presence","CaseSplitByRank.Presence","AgrSplitByCat.Presence","CaseSplitByCat.Presence","AlignmentAgrMarkerAccDegree","AlignmentAgrMarkerDominantSAP","AlignmentAgrMarkerErgDegree.binned3","AlignmentAgrMarkerErgDegree"
2417,"high",1,,"S=Atr≠P",,"low",0,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2434,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2447,"high",1,,"S=Atr≠P",,"low",0,,,,,,,,,,,,,,,,,,,0.888888888888889,"S=Atr≠P","low",0
2453,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"S=Atr≠P","low",0
2455,,,,,,,,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2459,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2471,,,,,,,,"medium",0.4,,"S=Atr=P",,"low",0,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2476,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.836734693877551,"S≠Atr=P","high",0.658163265306122
2498,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2500,"high",1,"P≠T=G","S=Atr≠P","S=Atr=Aditr=T=G≠P","low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2513,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",0.7,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2514,,,,,,,,"high",0.857142857142857,"P=T≠G","S=Atr≠P","S=Atr=Aditr=G≠P=T","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2536,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2537,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2539,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2544,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.55,"S=Atr≠P","low",0
2548,"low",0,,"S=Atr=P",,"low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.553956834532374,"S=Atr≠P","low",0.172661870503597
2551,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.21523178807947,"S≠Atr=P","low",0.188268684957427
2554,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2556,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2557,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2562,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,"medium",0.5,"P=T≠G","mixed","mixed","medium",0.5,"ergative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2564,,,,,,,,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2580,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"S=Atr≠P","low",0
2586,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2591,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2607,,,,,,,,"medium",0.666666666666667,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2617,,,,,,,,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2628,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.785714285714286,"S=Atr≠P","low",0
2638,,,,,,,,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2641,"low",0,,"S=Atr=P",,"low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.295774647887324,"S=Atr≠P","low",0
2645,,,,,,,,"high",0.714285714285714,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2657,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.928571428571429,"S=Atr≠P","low",0
2662,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2667,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2668,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.25537037037037,"S=P≠Atr","low",0.281481481481481
2681,,,,,,,,"high",0.75,"P=T=G","mixed","mixed","medium",0.4375,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2690,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2695,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2706,,,,,,,,"low",0,"P=T≠G","mixed","mixed","medium",0.5,"ergative","ergative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
2707,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2722,,,,,,,,"medium",0.5,,"mixed",,"medium",0.5,"ergative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2723,,,,,,,,"low",0,"P=T≠G","mixed","mixed","medium",0.5,"ergative","ergative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2726,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2727,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2729,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2736,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2761,,,,,,,,"high",0.875,,"S=Atr≠P",,"low",0.1875,"accusative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2770,,,,,,,,"high",0.857142857142857,"P=T≠G","S≠Atr≠P","S≠Atr=Aditr≠P=T≠G","high",0.857142857142857,"ergative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2772,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,"S=Atr≠P","low",0
2790,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2797,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,,,,,,,,,,,,,,,,,,,,,,
2801,,,,,,,,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2814,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2828,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2831,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",0.75,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2832,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",0.714285714285714,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2848,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"S=Atr≠P","low",0
2854,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",0.7,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2862,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","medium",0.666666666666667,"ergative","ergative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.264965986394558,"S=Atr≠P","low",0.124319727891156
2863,"low",0,,"S=Atr=P",,"low",0,"medium",0.666666666666667,"P=G≠T","S≠Atr≠P","S=T≠Atr=Aditr≠P=G","high",1,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.230320699708455,"S=Atr≠P","low",0.126336248785228
2864,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2865,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.386394557823129,"S=Atr≠P","low",0.29297052154195
2869,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.944444444444444,"S=Atr≠P","low",0
2871,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2873,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.246064139941691,"S=Atr≠P","low",0.153935860058309
2878,,,,,,,,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2882,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.777777777777778,"S=Atr≠P","low",0
2883,,,,,,,,"medium",0.571428571428571,,"S=Atr=P",,"low",0.285714285714286,,"tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2885,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.428571428571429,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2886,,,,,,,,"high",0.857142857142857,,"S=Atr≠P",,"low",0.285714285714286,,"tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2893,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.583333333333333,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2897,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2900,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2903,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2904,,,,,,,,"medium",0.6,,"S=Atr≠P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2918,,,,,,,,"low",0.3125,,"S=P≠Atr",,"medium",0.375,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2919,,,,,,,,"low",0.3125,,"S=P≠Atr",,"medium",0.375,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2920,,,,,,,,"high",0.818181818181818,,"S=Atr≠P",,"medium",0.363636363636364,"ergative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2922,,,,,,,,"low",0.1875,,"S=Atr=P",,"low",0.0625,"accusative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2923,,,,,,,,"low",0.25,,"S=Atr=P",,"low",0.3125,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2924,,,,,,,,"low",0.3125,,"S=Atr=P",,"low",0.25,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2925,,,,,,,,"medium",0.375,,"S=P≠Atr",,"medium",0.4375,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2927,,,,,,,,"low",0.3125,,"S=P≠Atr",,"medium",0.375,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2929,,,,,,,,"high",0.8125,,"S=Atr≠P",,"low",0.25,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
2930,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2934,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2935,,,,,,,,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2939,,,,,,,,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2943,"high",1,,"S=Atr≠P",,"low",0,"low",0.285714285714286,,"S=Atr=P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2951,"high",1,,"S=Atr≠P",,"low",0,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,"S=Atr≠P","low",0
2954,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
2956,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.343137254901961,"S=Atr≠P","low",0.0566448801742919
2958,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2969,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2971,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2972,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2973,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,"S=Atr≠P","low",0
2974,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2975,,,,,,,,"medium",0.5,"mixed","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
