"LID","AUTOTYPLabel","Behavior.binned4","Behavior.spreading.Presence","Behavior","Coexponence.CaseNumber.Presence","Coexponence.CaseReference.Presence","Domain","Exemplar","Polyexponence.Presence","Exponence.n","Exponence","Flexivity.Presence","FlexivityFormative","Form","Fusion.binned6","Fusion","Fusion.isolating.Presence","Fusion.nonlinear.Presence","Fusion.reduplicative.Presence","Fusion.tonal.Presence","FlexivityLexical.Presence","Locus.binned6","Locus","Locus.binned5","HostRestrictions.binned.restricted","MorphemeType","MorphemeType.Word.Presence","PersonPortmanteau.Presence","Placement","Position.post.Presence","Position.binned4","Position","Position.binned5","Position.pre.Presence.v1","Position.pre.Presence.v2","Position.simul.Presence.v1","Position.simul.Presence.v2","HostRestrictions","Slot","SourceOfMarking","FlexivityStem","OppositionWithZero.Presence","HostMacroCat","HostType","HostCat"
188,"Possessive","final",FALSE,"final",,,"nominal",,,0,,FALSE,"none","-tei","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"free","none",,"nominal","terminal","N"
3015,"ABS",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
502,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","-(n)In/-Im","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
64,"DAT",,,,,,"nominal",,,0,,,,"-ya           with singular common nouns-n̪aŋka    with female personal names- n̺i         with male personal names and non-singular common nouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
1295,"POSS-PRO",,,,,,"nominal",,TRUE,2,"Gender;Number",,,"sɪn (N:SG) (member of paradigm)",,,,,,,,,,,"restricted","PoSWd",TRUE,,,,,,,,,,,"restricted",,"agree",,,"nominal","terminal","N"
681,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-əmən ‘1dS/A’ (agr. per marker), maybe portmanteau in the def. paradigm","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","3","agree","none",TRUE,"verbal","terminal","V"
64,"ABS",,,,,,"nominal",,FALSE,1,"Role",,,"zero on common nouns, -ni on female person names and some pronouns, -n̻a on male person names and interrogative pronouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
78,"POSS-AGR","final",FALSE,"final",,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
2873,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","nɨ- ‘3A’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
114,"GEN","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",,,"-a    singular, most nouns;-ii    plural, most nouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
81,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,,,,,,,,,"D","D","D","restricted","formative",FALSE,,,,,,,,,,,"restricted",,,,,"nominal","terminal","N_or_Pro"
205,"Genitive case",,,,,,"nominal",,FALSE,1,"Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
85,,,,,,,"nominal",,TRUE,2,"Number;Person",,,"kó    (when used with noun object); kó-  plus Px  (when used with pronoun object)",,,,,,,,"D","D","D","(partially) unrestricted",,,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"semi-restricted",,"assign",,,"nominal","terminal","N,Pro"
141,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,"-uy","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
608,"POSS-AGR",,FALSE,"inert",,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","terminal","N"
325,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,,,,,,,,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N_or_Pro"
1691,"ACC",,,,,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none","various forms","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","Pro"
2534,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
670,"POSS-AGR",,,,,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","terminal","N"
64,"ACC",,,,,,"nominal",,FALSE,1,"Role",,,"-n̻a","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
21,"GEN","initial",FALSE,"initial",,,"#ANY#",,FALSE,1,"Role",TRUE,"cat-based","yä- ~ ø (if preceded by another prefix)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","N_or_Pro,Nv"
18,"POSS-AGR",,,,,,"nominal",,TRUE,3,"Number;Person;Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree",,,"nominal","terminal","N"
114,"GEN","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",,,"-a    singular, most nouns;-ii    plural, most nouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
681,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-ət ‘3pS/A’ (agr. per marker), maybe portmanteau in the def. paradigm","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","3","agree","none",TRUE,"verbal","terminal","V"
1063,"S-AGR",,,"n/a",,,"verbal",,TRUE,4,"Gender;Number;Role",FALSE,"none","various prefixes","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
1428,"POSS-PRO",,FALSE,"inert",,,"nominal",,TRUE,2,"Number;Person",FALSE,"none",,"isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","Pro"
680,"Possessive suffix",,,,,,"nominal",,TRUE,2,"PossClass;Referential",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
360,"Genitive case",,,,,,"nominal",,FALSE,1,"Role",,,"-ak",,,,,,,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
20,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,"na","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
2641,"ACC",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","tonal","tonal","tonal",FALSE,"nonlinear","non-reduplicative",TRUE,FALSE,"D","D","D","restricted","formative",FALSE,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,"nominal","terminal","N"
78,"GEN",,,,,,"nominal",,TRUE,2,"Number;Role",TRUE,"lex-based","-n (sg.); -e-n / -i-n / -den / -tten / -ten (pl.)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"assign","none",,"nominal","phrasal","NP"
49,"GEN",,,,,,"nominal",,FALSE,1,"Role",TRUE,"none","-n / -an - sg. - an is used where the stem ends in a consonant, -n - after vowels-(i)in - pl.  -iin is used where the stem ends in a consonant","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","terminal","N_or_Pro"
569,"POSS",,FALSE,"inert",,,"nominal",,TRUE,3,"Gender;Number;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"case assigned, gender agrees","none",,"nominal","terminal","N"
570,"AGR","initial",FALSE,"initial",,,"verbal",,,0,,FALSE,"none","1sg k=, 2sg m=, 3sg n=, 1pl(incl.) t=, 1pl(excl.) a=, 2pl h=, 3pl l=","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","phrasal","VP"
15,"GEN",,,,,,"nominal",,,0,,,,"masc.fem.SG -im-atim ~ tim / V(C)___PL -i:-a:tim","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"assign",,,"nominal","terminal","N"
88,"ERG",,,,FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","=s with proper nouns, different forms with pronouns",,"concatenative_or_suppletive",,,,,FALSE,"D","D","D",,"formative",FALSE,,"preceding",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
322,"O-AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","n- (SAP)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
1105,"AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ob’ ‘3p’ (SET A, B, C)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
688,"O-AGR",,,,,,"verbal",,FALSE,1,"Role",FALSE,"none","ta- 1p","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
139,"Genitive case",,,,,,"nominal",,FALSE,1,"Role",,,"-jan, -ön","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
502,"POSS-AGR","final",FALSE,"final",,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
2289,"Possessive suffix",,FALSE,"inert",,,"nominal",,,0,,FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","N"
6,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,"-pa, -ku, -na",,,,,,,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N_or_Pro"
188,"Genitive case",,,,,,"nominal",,FALSE,1,"Role",,,"-iin /-ing/ (on nouns)stem based allomorphs: /-ing/ basic form taken by consonant stems; /-i/ form for diachronic nasal stems; /g/-ing/ form for diachronic velar nasal; /-ng/ form for diphthong stems","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
1467,"COM",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",FALSE,"none","mo","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
422,"Possessive prefix",,,"n/a",,,"nominal",,TRUE,2,"Number;Person",TRUE,"lex-based",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree",,,"nominal","terminal","N"
54,"Possessive prefix",,,,,,"nominal",,,0,,,,"i-/im-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free",,,"nominal","terminal","N"
74,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","“‘s”   /s, z, əz/; suppletion","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
583,"Construct state",,FALSE,"inert",,,"nominal",,FALSE,1,"Construct",TRUE,"cat-based","-ø (masc sg), -at (fem sg), -ey (masc pl; but zero when followed a clitic pronoun), -ot (fem pl)plus stem alternations","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","lex-based",,"nominal","terminal","N_or_Pro"
188,"Possessive suffix",,FALSE,"inert",,,"nominal",,TRUE,2,"Number;Person",FALSE,"none","sg.			pl.1	miny			maany2	ciny			tany3			ny","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","terminal","N"
360,,,,,,,"nominal",,TRUE,2,"Number;Person",,,,,,,,,,,"H","H","H","restricted",,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
1341,"Possessive suffix",,,,,,"nominal",,,0,,,,"-n' (Px3) see whole paradigm",,,,,,,,,,,"restricted",,,,,,,,,,,,,"restricted",,,,,"nominal","terminal","N"
569,"POSS-PRO",,FALSE,"inert",,,"nominal",,TRUE,4,"Gender;Number;Person;Role",FALSE,"none",,"isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","Pro"
608,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","-n","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
15,"S.CONSTR",,,,,,"nominal",,,0,,,,,,,,,,,,"H","H","H","restricted",,,,,,,,,,,,,"restricted",,,,,"nominal","terminal","N"
682,"A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","in (w)- ‘1sA’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
670,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
2797,"POSS-AGR",,,,,,"nominal",,FALSE,1,"Person",,,"-gi",,,,,,,,"H","H","H","restricted",,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
1341,"POSS-PRO",,,,,,"nominal",,,0,,,,"mini (1SG) see whole paradigm",,,,,,,,,,,"restricted",,,,,,,,,,,,,"restricted",,,,,"nominal","terminal","N"
738,"Possessive suffix",,,,,,"nominal",,TRUE,2,"Number;Person",,,"-n (POSS3:SG)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree",,,"nominal","terminal","N_or_Pro"
79,"POSS-PRO","initial",FALSE,"initial",,,"nominal",,TRUE,4,"Gender;Number;Person;Role",FALSE,"none",,"isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2797,"POSS",,,,,,"nominal",,FALSE,1,"Person",,,"-gi",,,,,,,,"H","H","H","restricted",,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
805,"GEN","final",FALSE,"final",,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
677,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","-s","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N"
885,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","ne- ‘1sS/A’ (agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
1578,"S/A-AGR",,,,,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","-m, -n...w","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","assign","none",TRUE,"verbal","terminal","V"
645,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","i(g)- ’1INCL’, ‘3p’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
