"LID","BehaviorCase.binned4","BehaviorNeg.binned4","BehaviorNounPlural.binned4","BehaviorTense.binned4","BehaviorCase.spreading.Presence","BehaviorNeg.spreading.Presence","BehaviorNounPlural.spreading.Presence","BehaviorTense.spreading.Presence","BehaviorCase","BehaviorNeg","BehaviorNounPlural","BehaviorTense","PolyexponentialityCase.Presence","PolyexponentialityNegation.Presence","PolyexponentialityNounPlural.Presence","PolyexponentialityTense.Presence","ExponentialityCase.n","ExponentialityNegation.n","ExponentialityNounPlural.n","ExponentialityTense.n","ExponentialityCase","ExponentialityNegation","ExponentialityNounPlural","ExponentialityTense","FlexivityFormativeCase","FlexivityFormativeNeg","FlexivityFormativeNounPlural","FlexivityFormativeTense","FusionCase.binned.binned6","FusionNegation.binned.binned6","FusionNounPlural.binned.binned6","FusionTense.binned.binned6","FusionCase","FusionNegation","FusionNounPlural","FusionTense","FusionCase.isolating.Presence","FusionNegation.isolating.Presence","FusionNounPlural.isolating.Presence","FusionTense.isolating.Presence","FusionCase.nonlinear.Presence","FusionNegation.nonlinear.Presence","FusionNounPlural.nonlinear.Presence","FusionTense.nonlinear.Presence","FusionCase.reduplicative.Presence","FusionNegation.reduplicative.Presence","FusionNounPlural.reduplicative.Presence","FusionTense.reduplicative.Presence","FusionCase.tonal.Presence","FusionNegation.tonal.Presence","FusionNounPlural.tonal.Presence","FusionTense.tonal.Presence","MorphemeTypeCase","MorphemeTypeNeg","PositionCase.post.Presence","PositionNeg.post.Presence","PositionNounPlural.post.Presence","PositionTense.post.Presence","PositionCase.binned4","PositionNeg.binned4","PositionNounPlural.binned4","PositionTense.binned4","PositionCase.binned5","PositionNeg.binned5","PositionNounPlural.binned5","PositionTense.binned5","PositionCase","PositionNeg","PositionNounPlural","PositionTense","PositionCase.pre.Presence.v1","PositionNeg.pre.Presence.v1","PositionNounPlural.pre.Presence.v1","PositionTense.pre.Presence.v1","PositionCase.pre.Presence.v2","PositionNeg.pre.Presence.v2","PositionNounPlural.pre.Presence.v2","PositionTense.pre.Presence.v2","PositionCase.simul.Presence.v1","PositionNeg.simul.Presence.v1","PositionNounPlural.simul.Presence.v1","PositionTense.simul.Presence.v1","PositionCase.simul.Presence.v2","PositionNeg.simul.Presence.v2","PositionNounPlural.simul.Presence.v2","PositionTense.simul.Presence.v2","HostRestrictionsCase","HostRestrictionsNegation","HostRestrictionsNounPlural","HostRestrictionsTense","FlexivityStemCase","FlexivityStemNeg","FlexivityStemNounPlural","FlexivityStemTense"
226,,,,,,FALSE,,,,"inert",,,,FALSE,,,,1,,,,"Polarity",,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,,,,"in/simul",,,,"simul",,,,"circum (prae)",,,,TRUE,,,,FALSE,,,,TRUE,,,,TRUE,,,,"restricted",,,,"none",,
416,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"lex-based","none",,,"concatenative","concatenative",,,"concatenative","concatenative_default_or_isolating",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","semi-restricted",,,"none","none",,
567,,,,,,FALSE,FALSE,,,"inert","inert",,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,,"none",,,"concatenative","concatenative","concatenative",,"concatenative","concatenative","concatenative",,FALSE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,"restricted",,,,"none",,
1014,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
107,,,,,,FALSE,FALSE,,,"inert","inert",,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TA",,"none","cat-based",,"concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,,"none",,
210,"spreading",,,,TRUE,,,,"spreading",,,,FALSE,,,FALSE,1,,0,1,"Role",,,"TAM","none",,,,"concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,"restricted",,"restricted",,"none",,,
2360,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,"none",,,
108,"spreading",,,,TRUE,,,,"stacking",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
84,"final",,,,FALSE,,,,"final",,,,FALSE,,FALSE,,1,0,1,,"Role",,"Number",,"both",,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted",,,,"none",,,
540,"initial",,,"initial",FALSE,FALSE,,FALSE,"initial","inert",,"initial",FALSE,FALSE,TRUE,FALSE,1,1,2,1,"Role","Polarity","NumberGender","Tense","none","cat-based",,,"isolating","concatenative","isolating","isolating","isolating","concatenative_then_isolating","isolating","isolating",TRUE,FALSE,TRUE,TRUE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",FALSE,FALSE,FALSE,FALSE,"prae","in/simul","prae","prae","prae","simul","prae","prae","prae","simul (prae)","prae","prae",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"restricted","restricted",,,"none","none",,
413,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"none","none",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted",,,"none","none",,
191,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none",,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,"none",,,
319,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none","none",,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted","restricted",,"none","none",,
481,"spreading",,,,TRUE,FALSE,,,"stacking","inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"lex-based",,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted",,,"none",,,
372,,,,,,,,,,,,,,,FALSE,FALSE,,,1,1,,,"Number","Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,
1999,,,,,,,,,,,,,TRUE,,,,2,,,,"RoleNumber",,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
33,"final",,,,FALSE,,,,"final",,,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"none",,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted",,,,"none",,,
367,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none","none",,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted",,,"none","none",,
1682,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
178,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,TRUE,FALSE,,1,2,1,,"Role","PolarityTense","Number",,"none","none",,,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted","restricted",,"none","none","cat-based",
442,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,,,1,1,0,,"Role","Polarity",,,"lex-based",,,,,"concatenative",,,,"isolating_then_concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,"formative","formative",,FALSE,,,,"in/simul",,,,"simul",,,,"circum (prae)",,,,TRUE,,,,FALSE,,,,TRUE,,,,TRUE,,,"restricted","restricted","restricted",,"none","none",,
1954,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
432,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,,,,,"concatenative","isolating","concatenative",,"concatenative","isolating_default_or_concatenative","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",FALSE,FALSE,TRUE,,"prae","prae","post",,"prae","prae","post",,"prae","prae","post",,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,"semi-restricted",,,,,"lex-based",
162,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM",,"none",,,"concatenative","concatenative",,"concatenative","concatenative","concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,,"none",,"both"
658,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
681,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,"none",,,
149,,,,,FALSE,,FALSE,,"flexible",,"flexible",,FALSE,,FALSE,FALSE,1,0,1,1,"Role",,"Number","TAM","none","none",,,"concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","isolating_or_concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,FALSE,"post","prae","post","prae","post","prae","post","prae","post","prae","post","prae",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted",,,,"none","none",,
329,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,,,1,1,0,,"Role","Polarity",,,"none","cat-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,TRUE,,,"post","split",,,"post","split",,,"post","prae/post",,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted","restricted",,"none","none",,
1692,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
1176,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
89,,,,,,FALSE,,FALSE,,"inert",,"inert",,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","TAM",,,,,,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,,,"in/simul","post",,,"simul","post",,,"circum","post",,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,"restricted","restricted",,,,,,
59,,"initial",,,,FALSE,,FALSE,,"initial",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Referential","Polarity","Number","TAM","none",,,"none","concatenative","isolating",,"isolating","concatenative","isolating",,"isolating",FALSE,TRUE,,TRUE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","PoSWd",TRUE,FALSE,TRUE,FALSE,"post","prae","post","prae","post","prae","post","prae","post","prae","post","prae",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none",,,"none"
718,"spreading",,,,TRUE,,,,"spreading",,,,FALSE,,,,1,,,,"Role",,,,"cat-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,"none",,,
648,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,,0,1,1,0,"n/a","Polarity","Number",,,,,,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,"restricted",,,,
918,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
504,,,,,,FALSE,FALSE,FALSE,,"inert","inert","inert",,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","Tense",,"lex-based","lex-based","none",,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,,,"in/simul","post",,,"simul","post",,,"simul","post",,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,"restricted","restricted",,"restricted",,"lex-based",,"both"
1628,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"PoSWd",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
500,,,,"final",,FALSE,,FALSE,,"inert",,"final",,FALSE,,FALSE,0,1,,1,"n/a","Polarity",,"Aspect",,"none",,"none",,"isolating",,"isolating",,"isolating",,"isolating",,TRUE,,TRUE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,FALSE,,TRUE,,"prae",,"post",,"prae",,"post",,"prae",,"post",,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"restricted","restricted",,"restricted",,"none",,"none"
156,,,,,,FALSE,,FALSE,,"inert",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM",,"none",,,,"isolating",,"concatenative",,"isolating",,"isolating_or_concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,,,TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted",,"none",,
390,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,,0,1,1,,"n/a","Polarity","Number",,,"none",,,,"isolating","reduplicative",,,"isolating","reduplicative",,,TRUE,FALSE,,,"linear","nonlinear",,,"non-reduplicative","reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,"restricted","restricted",,,,"none",,
1036,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Referential",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,"none",,,
2863,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
201,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,,"none",,,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","PoSWd",TRUE,FALSE,TRUE,,"post","in/simul","post",,"post","simul","post",,"post","circum","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,"semi-restricted","restricted","restricted",,,"none",,
1255,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,"none",,,
791,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,"none",,,
388,,"initial",,,,FALSE,,,,"initial",,,,FALSE,TRUE,,0,1,3,,"n/a","Polarity","PersonRoleNumber",,,,"none",,,"isolating","concatenative",,,"isolating","concatenative",,,TRUE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted","restricted",,,"none","none",
2417,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
148,,"initial",,,,FALSE,,,,"initial",,,,FALSE,FALSE,,0,1,1,,"n/a","Polarity","Number",,,"none","lex-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,TRUE,,,"prae","post",,,"prae","post",,,"prae","post",,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,,,"none",,
104,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none",,,,"concatenative","concatenative",,,"concatenative","isolating_then_concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,TRUE,,"post","in/simul","post",,"post","simul","post",,"post","circum (post)","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,"restricted","unrestricted",,,"none","none",,
2958,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,,,,
418,,"initial",,,,FALSE,,,,"initial",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none","none","lex-based",,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative_or_ablaut",,FALSE,TRUE,FALSE,,"linear","linear","nonlinear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","split",,"post","prae","split",,"post","prae","in/post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted",,,"none","none",,
72,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none","none",,,,"concatenative","concatenative",,"concatenative_or_suppletive","concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,"formative","PoSWd",TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"semi-restricted","restricted",,,"none","none",,
578,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none","none",,,"concatenative","concatenative","concatenative",,"concatenative","concatenative","concatenative",,FALSE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted",,,"none","none",,
345,,,,,,FALSE,,,,"inert",,,,FALSE,,,,1,0,,,"Polarity",,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"split",,,,"split",,,,"prae/post",,,,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted","restricted",,,"none",,
