"LID","NPAgrCat","NPAlienability.Presence","NPAlienabilityType","NPHeadSemConstraints","NPMarking.binned5","NPDepCatConstraints","NPHeadSemClassSize.n","NPMarkersLabel","NPMarking.binned4","NPHeadlessness","NPMarking.overt.Presence","NPMarking","NPLabel","NPDepSemConstraints.binned4","NPDepSemConstraints","NPHeadSemConstraints.Presence","NPHeadSemSpecial","NPWordOrder"
118,,FALSE,"neutral","neutral","construct","Adj",1,"352","construct markers",,TRUE,"Anti-construct state",933,,,FALSE,,"Dependent-Head"
440,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",988,,,,,
167,,TRUE,"alienable","neutral",,"Pro",1,"308,1060","mixed",,TRUE,"Head-driven agr. + Governed",169,,,FALSE,,"Head-Dependent"
112,,,,,"agreement","Adj",0,"462","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",782,,,,,"Head-Dependent"
64,,TRUE,"alienable",,,"N_or_Pro",0,"1561","government","OK",TRUE,"Governed",538,,,,,"Dependent-Head"
511,,FALSE,"neutral",,,"N",0,"727,728","mixed",,TRUE,"Dep-driven agr. + Governed",485,,,,,"Dependent-Head"
643,,FALSE,"neutral",,"agreement","Adj,N_or_Pro",0,"756","agreement/class marker",,TRUE,"Head-driven agreement",500,,,,,"Head-Dependent"
40,,TRUE,"alienable","neutral",,"N",1,"129","government",,TRUE,"Governed",48,"neutral","neutral",FALSE,,"Dependent-Head"
2845,,FALSE,"neutral",,"nominalization","Adj,N_or_Pro",0,"1608",,"OK",TRUE,"Attributive nominalizer",801,,,,,"Dependent-Head"
503,,,,,,"Adj,N",0,"546","government",,TRUE,"Governed",375,,,,,"Dependent-Head"
526,,TRUE,"alienable",,"juxtaposition","N_or_Pro",0,"",,,FALSE,"Juxtaposition",428,,,,,"Dependent-Head"
136,,TRUE,"alienable","neutral","juxtaposition","N_or_Pro",1,"",,,FALSE,"Juxtaposition",140,,,FALSE,,
2797,,,,,,"Adj",0,"",,"ungrammatical",,"Incorporation",659,,,,,
362,,FALSE,"neutral","specific","construct","Adj",1,"385","construct markers",,TRUE,"Linker",276,"neutral","neutral",TRUE,,"Dependent-Head"
2220,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",996,,,,,
1840,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",954,,,,,
2014,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",899,,,,,
635,,TRUE,"alienable",,,"N,Pro",0,"","government",,TRUE,"Governed",807,,,,,"Dependent-Head"
78,,FALSE,"neutral",,,"N,Pro",0,"1385","government",,TRUE,"Governed",578,,,,,"Dependent-Head"
139,,FALSE,"neutral","neutral",,"N_or_Pro",1,"341","government",,TRUE,"Governed",146,,,FALSE,,"Dependent-Head"
173,,TRUE,"alienable",,,"N_or_Pro",0,"223,224","mixed",,TRUE,"Dep-driven agr. + Governed",177,,,,,
1210,,,,,,"Adj",0,"",,"ungrammatical",,"Incorporation",882,,,,,
2845,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",934,,,,,"Dependent-Head"
147,,TRUE,"alienable","neutral",,"N",1,"299","mixed",,TRUE,"Head-driven agr. + Governed",153,,,FALSE,,
533,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",499,,,,,
942,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",953,,,,,
3001,,,,,"agreement","Adj",0,"","agreement/class marker","OK",TRUE,"Head-driven agreement",702,"pragmatic","specific",,,"Dependent-Head"
2752,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",939,,,,,
1263,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",961,,,,,
209,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",892,,,,,
184,,TRUE,"default",,,,0,"720","agreement/class marker",,TRUE,"Dep-driven agreement",475,,,,,
331,,TRUE,"inalienable",,"construct",,0,"","construct markers",,TRUE,"Construct state",565,,,,,
212,,TRUE,"alienable","neutral",,"N",1,"",,,,,220,,,FALSE,,
683,,,,,,"Adj",0,"","mixed",,TRUE,"HDAgr+NMLZ",919,,,,,
121,,TRUE,"alienable","neutral",,"Pro",1,"294",,,,,120,,,FALSE,,
373,,TRUE,"alienable",,,"N_or_Pro",0,"327","government",,TRUE,"Governed",292,,,,,
207,,FALSE,"neutral",,,"N_or_Pro",0,"317","government",,TRUE,"Governed",215,,,,,"Head-Dependent"
129,,,,,,"Pro",0,"","agreement/class marker",,TRUE,"Pronominal agreement",658,,,,,"Dependent-Head"
1153,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1019,,,,,"Dependent-Head"
362,,FALSE,"neutral",,"construct","Adj",0,"385","construct markers",,TRUE,"Linker",275,"neutral","neutral",,,"Free"
2289,,,,,"construct","Adj,N_or_Pro,Ord,PTCP",0,"1584","construct markers",,TRUE,"Construct state",745,,,,,"Head-Dependent"
129,,FALSE,"neutral",,,"N",0,"353","agreement/class marker",,TRUE,"Dep-driven agreement",131,,,,,"Dependent-Head"
66,,FALSE,"neutral",,,"N_or_Pro",0,"214",,,,,59,,,,,
374,,FALSE,"neutral",,,"N_or_Pro",0,"61","government",,TRUE,"Governed",405,,,,,"Head-Dependent"
354,,,,,,"Adj",0,"",,,,,840,,,,,
668,,,,,,"N",0,"","construct markers",,TRUE,"Class/poss. noun",550,,,,,
333,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",351,,,,,"Head-Dependent"
405,,TRUE,"alienable","neutral",,"Pro",1,"251",,,,,321,,,FALSE,,
670,,FALSE,"neutral",,"construct","Adj,Adp,N_or_Pro",0,"1568","construct markers",,TRUE,"Construct state",716,,,,,"Dependent-Head"
334,,TRUE,"alienable","neutral",,"N_or_Pro",1,"268","government",,TRUE,"Governed",241,,,FALSE,,
65,,,,"neutral",,"Pro",1,"283",,,,,57,,,FALSE,,
516,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",983,,,,,
503,,,,,"construct","3sgPro",0,"548,602","mixed",,TRUE,"Construct state + Anti-construct state",377,,,,,"Dependent-Head"
532,,,,,,,0,"","government",,TRUE,"Governed",524,,,,,
147,,FALSE,"neutral",,"juxtaposition","N",0,"",,,FALSE,"Juxtaposition",529,,,,,
736,,,,,,,0,"1538","mixed",,TRUE,"Dep-driven agr. + Governed",625,,,,,
29,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",479,,,,,
599,,,,,"juxtaposition","N",0,"",,,FALSE,"Juxtaposition",481,,,,,
438,,,,,"agreement","Adj,DEM,Num",0,"476","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",668,,,,,"Head-Dependent"
443,,,,,"juxtaposition","Adj,DEM,Num",0,"",,,FALSE,"Juxtaposition",783,,,,,"Head-Dependent"
77,,TRUE,"alienable",,,"N_or_Pro",0,"518,519","mixed",,TRUE,"Pronomin. agr. + Construct state",361,"referentiality","human",,,"Head-Dependent"
433,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",986,,,,,"Dependent-Head"
329,,,,"body parts",,,1,"","agreement/class marker",,TRUE,"Dep-driven agreement",482,,,TRUE,"a few others, e.g. ‘house’, ‘sleeping mat’",
199,,FALSE,"neutral",,,"N",0,"314","government",,TRUE,"Governed",207,,,,,"Dependent-Head"
135,,,,,"nominalization","Adj",0,"",,,TRUE,"Attributive nominalizer",949,,,,,
676,,,,,,"N_or_Pro",0,"1575","government",,TRUE,"Governed",692,,,,,
208,,TRUE,"alienable",,,,0,"","government",,TRUE,"Governed",468,,,,,
660,,,,,"juxtaposition","Adj,DEM,Quant",0,"",,,FALSE,"Juxtaposition",670,,,,,"Dependent-Head"
942,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",952,,,,,
111,,FALSE,"neutral",,,"Pro",0,"291",,,,,108,,,,,
651,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",825,,,,,"Dependent-Head"
12,,,,,"construct","Pro",1,"343","construct markers",,TRUE,"Construct state",9,,,FALSE,,
362,,FALSE,"neutral",,,"N_or_Pro",0,"104","government",,TRUE,"Governed",277,"neutral","neutral",,,"Head-Dependent"
642,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",486,,,,,"Head-Dependent"
68,,,,,,"N_or_Pro",1,"215",,,,,60,,,FALSE,,"Head-Dependent"
1415,,,,,"agreement","Adj",0,"","agreement/class marker","OK",TRUE,"Head-driven agreement",901,,,,,"Dependent-Head"
393,,,,,,"N",1,"200",,,,,306,,,FALSE,,"Dependent-Head"
347,,,,,,,0,"323",,,,,257,,,,,
126,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",856,,,,,"Head-Dependent"
350,,,,,,,1,"184",,,,,260,,,FALSE,,"Dependent-Head"
347,,,,,,"N_or_Pro",0,"",,,,,256,,,,,
433,,FALSE,"neutral",,"construct","N_or_Pro",1,"350","construct markers",,TRUE,"Construct state",223,,,FALSE,,"Dependent-Head"
2015,,FALSE,"neutral",,"juxtaposition","Adj,N",0,"",,,FALSE,"Juxtaposition",717,"pragmatic","non-specific",,,"Dependent-Head"
423,,TRUE,"alienable",,,"N",1,"362","government",,TRUE,"Governed",339,,,FALSE,,
31,,,,,,"N_or_Pro",1,"153",,,,,35,,,FALSE,,"Free"
323,,FALSE,"neutral",,,"N_or_Pro",0,"320",,,,,231,,,,,
70,,TRUE,"inalienable",,,"N",1,"263",,,,,65,,,FALSE,,"Head-Dependent"
422,,FALSE,"neutral",,,"N",0,"912","agreement/class marker",,TRUE,"Dep-driven agreement",516,,,,,"Dependent-Head"
727,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",924,,,,,
359,,TRUE,"alienable","neutral",,"N_or_Pro",1,"271",,,,,268,,,FALSE,,
156,,FALSE,"neutral",,"juxtaposition","V",0,"",,,FALSE,"Juxtaposition",416,,,,,"Head-Dependent"
193,,,,,"juxtaposition","Adj,DEM",0,"",,,FALSE,"Juxtaposition",853,,,,,"Head-Dependent"
35,,,,,"construct","Adj,DEM",0,"1596","construct markers",,TRUE,"Anti-construct state",766,,,,,"Dependent-Head"
402,,,,,,"Adj,DEM",0,"",,,FALSE,"Compound",849,,,,,"Head-Dependent"
57,,FALSE,"neutral","neutral","juxtaposition","Adj",1,"",,"OK",FALSE,"Juxtaposition",604,"neutral","neutral",FALSE,,"Dependent-Head"
162,,,,,"juxtaposition","Adj,DEM",0,"",,"OK",FALSE,"Juxtaposition",763,,,,,"Dependent-Head"
48,,,,,,"N_or_Pro",1,"262",,,,,50,,,FALSE,,
395,,FALSE,"neutral","neutral",,"N",1,"201",,,,,308,,,FALSE,,"Dependent-Head"
108,,,,,,"N_or_Pro",1,"333",,,,,103,,,FALSE,,
111,,FALSE,"neutral",,,"N",1,"",,,,,106,,,FALSE,,"Dependent-Head"
415,,,,,,"N_or_Pro",1,"207",,,,,332,,,FALSE,,"Dependent-Head"
443,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",995,,,,,
407,,TRUE,"alienable","neutral",,"N",1,"205",,,,,326,,,FALSE,,"Dependent-Head"
140,,TRUE,"default",,,"N",1,"",,,,,148,,,FALSE,,
350,,,,,,,1,"",,,,,259,,,FALSE,,"Dependent-Head"
12,,,,,"construct","N",1,"344","construct markers",,TRUE,"Construct state",10,,,FALSE,,
422,,,,,,"DEM",0,"",,,,,653,,,,,
128,,FALSE,"neutral","neutral",,,1,"454","mixed",,TRUE,"External-driven agr. + Governed",127,"neutral","neutral",FALSE,,
14,,,,,,"N_or_Pro",0,"",,,,,11,,,,,
360,,,,,"juxtaposition","Adj,Num",0,"",,,FALSE,"Juxtaposition",641,,,,,"Head-Dependent"
419,,,,,,"N_or_Pro",1,"",,,,,333,,,FALSE,,
646,,TRUE,"default",,,"N",0,"",,,,,510,,,,,"Dependent-Head"
130,,,,,,"N_or_Pro",1,"169","government",,TRUE,"Governed",132,"neutral","neutral",FALSE,,"Dependent-Head"
343,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",851,,,,,"Head-Dependent"
6,,TRUE,"default",,,"N_or_Pro",1,"143",,,,,4,,,FALSE,,"Dependent-Head"
413,,,,,"juxtaposition","Adj,Num",0,"",,,FALSE,"Juxtaposition",791,,,,,"Dependent-Head"
140,,TRUE,"alienable",,,"Pro",1,"265",,,,,149,,,FALSE,,
467,,TRUE,"alienable","semantic",,,1,"416,417","construct markers",,TRUE,"Class/poss. noun",238,"neutral","neutral",TRUE,,"Head-Dependent"
205,,FALSE,"neutral","neutral","juxtaposition","Adj",1,"",,"OK",FALSE,"Juxtaposition",614,"neutral","neutral",FALSE,,"Dependent-Head"
571,,TRUE,"inalienable","neutral","construct","N",1,"425","construct markers",,TRUE,"Anti-construct state",278,,,FALSE,,"Head-Dependent"
70,,TRUE,"alienable","neutral",,,1,"",,,,,64,,,FALSE,,"Head-Dependent"
199,,FALSE,"neutral",,"juxtaposition","Adj,N_or_Pro",0,"",,,FALSE,"Juxtaposition",205,,,,,"Dependent-Head"
650,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",843,,,,,"Head-Dependent"
360,,,,,,"N",0,"335,336","mixed",,TRUE,"Dep-driven agr. + Governed",272,,,,,"Dependent-Head"
2153,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",1005,,,,,
1695,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1012,,,,,"Dependent-Head"
2330,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",929,,,,,
200,,TRUE,"inalienable",,,"N_or_Pro",0,"","agreement/class marker",,TRUE,"Dep-driven agreement",1052,,,,,"Dependent-Head"
1928,,FALSE,"neutral","neutral","juxtaposition","Adj",1,"",,"OK",FALSE,"Juxtaposition",1025,"neutral","neutral",FALSE,,"Dependent-Head"
28,,FALSE,"neutral",,,"N_or_Pro",0,"",,,,,31,,,,,
15,,,,,,"N",0,"1066,1548",,"OK",,,639,,,,,
357,,TRUE,"default",,,"Pro",0,"669","government",,TRUE,"Governed",438,,,,,"Head-Dependent"
167,,TRUE,"inalienable","owner",,"N_or_Pro",1,"","government",,TRUE,"Governed",168,,,TRUE,,
23,,,,,,"Pro",0,"277",,,,,24,,,,,
414,,,,,"juxtaposition","Adj,Pro",0,"",,,FALSE,"Juxtaposition",443,,,,,
340,,,,,"agreeing construct","Adj",0,"","construct markers","OK",TRUE,"Anti-construct state agreement",926,,,,,"Dependent-Head"
576,,,,,"agreement","Adj",0,"493","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",316,,,,,"Head-Dependent"
1341,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",755,,,,,"Dependent-Head"
443,,FALSE,"neutral",,"juxtaposition","N_or_Pro",0,"",,,FALSE,"Juxtaposition",383,,,,,"Dependent-Head"
188,,,,,,"N_or_Pro",0,"355","government",,TRUE,"Governed",196,,,,,"Dependent-Head"
408,,FALSE,"neutral","neutral",,"N",1,"257",,,,,328,"referentiality","inanimate",FALSE,,
1528,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",868,,,,,"Dependent-Head"
2029,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",945,,,,,"Dependent-Head"
372,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",478,,,,,
736,,,,,"construct","Adj",0,"1537","construct markers",,TRUE,"Anti-construct state",624,,,,,"Head-Dependent"
159,,,,,"nominalization","Adj",0,"",,,TRUE,"Attributive nominalizer",985,,,,,
349,,TRUE,"alienable",,,,0,"718,719","agreement/class marker",,TRUE,"Dep-driven agreement",471,,,,,
123,,FALSE,"neutral",,,"Pro",0,"296","agreement/class marker",,TRUE,"Dep-driven agreement",123,,,,,
2033,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",991,,,,,"Dependent-Head"
644,,TRUE,"inalienable",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",501,,,,,"Head-Dependent"
1094,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1010,,,,,"Dependent-Head"
2994,,,,,,,0,"",,,TRUE,"Unpossessible",878,,,,,"Head-Dependent"
465,,FALSE,"neutral",,,,0,"399,400","mixed",,TRUE,"Dep-driven agr. + Construct state",183,,,,,
725,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",920,,,,,
2511,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",972,,,,,
51,,TRUE,"alienable",,,,0,"712","agreement/class marker",,TRUE,"Dep-driven agreement",459,,,,,
668,,,,,,"N",0,"","agreement/class marker",,TRUE,"Dep-driven agreement",549,,,,,
527,,TRUE,"inalienable",,,,0,"666,667","mixed",,TRUE,"Dep-driven agr. + Governed",436,,,,,"Dependent-Head"
77,,TRUE,"alienable",,,"N-proper",0,"517,518","construct markers",,TRUE,"Class/poss. noun",358,"referentiality","human",,,"Head-Dependent"
798,,,,,"agreement","Adj",0,"","agreement/class marker","OK",TRUE,"Head-driven agreement",910,,,,,"Dependent-Head"
1705,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1013,,,,,"Dependent-Head"
429,,,,,,"N_or_Pro",0,"","government",,TRUE,"Governed",517,,,,,
201,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",999,,,,,"Dependent-Head"
15,,,,,"construct","N",0,"1548,1549","mixed","ungrammatical",TRUE,"Construct state + Anti-construct state",640,,,,,"Head-Dependent"
357,,TRUE,"default",,,"N",0,"668","agreement/class marker",,TRUE,"Dep-driven agreement",437,,,,,"Head-Dependent"
2663,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",1001,,,,,"Dependent-Head"
2946,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",956,,,,,
406,,,,,,,0,"",,,,,567,,,,,
163,,TRUE,"alienable",,,"N_or_Pro",0,"305","government",,TRUE,"Governed",165,,,,,
1921,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",905,,,,,
43,,TRUE,"alienable",,,,0,"699","government",,TRUE,"Governed",453,,,,,"Dependent-Head"
27,,FALSE,"neutral",,,"N",0,"","agreement/class marker",,TRUE,"Pronominal agreement",528,,,,,"Dependent-Head"
704,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",677,,,,,
116,,,,,,"N",0,"351",,,,,113,,,,,
54,,,,,,"N",0,"1553",,,,,647,,,,,"Dependent-Head"
325,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Construct state",912,,,,,
98,,FALSE,"neutral",,,"Pro",0,"288,290","agreement/class marker",,TRUE,"Pronominal agreement",95,"neutral","neutral",,,
348,,TRUE,"alienable",,"juxtaposition","N_or_Pro",0,"",,,FALSE,"Juxtaposition",451,,,,,"Dependent-Head"
2657,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",863,,,,,"Dependent-Head"
128,,,,,"agreement","Adj",0,"454","agreement/class marker",,TRUE,"Head-driven agreement",998,,,,,
738,,,,,"construct","Adj,Ord",0,"1571","construct markers",,TRUE,"Anti-construct state",725,,,,,"Dependent-Head"
533,,FALSE,"neutral",,,"N_or_Pro",0,"745","government",,TRUE,"Governed",498,,,,,
569,,FALSE,"neutral",,,"Pro",0,"1589","mixed","OK",TRUE,"Head-driven agr. + Governed",751,"neutral","neutral",,,"Dependent-Head"
2631,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Construct state",916,,,,,
77,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",362,,,,,"Head-Dependent"
63,,TRUE,"alienable",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",542,,,,,
498,,,,,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",396,,,,,
514,,FALSE,"neutral",,,,0,"","mixed",,TRUE,"Dep-driven agr. + Governed",511,,,,,"Dependent-Head"
1428,,,,,,"N",0,"","agreement/class marker","ungrammatical",TRUE,"Pronominal agreement",729,,,,,"Head-Dependent"
644,,TRUE,"alienable",,,,0,"","mixed",,TRUE,"Head-driven agr. + Governed",502,,,,"Fluid semantic classification reflecting how the item was acquired (raised, found, hunted, etc.).",
327,,,,,,,0,"571,572","government",,TRUE,"Governed",386,,,,,
2511,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",973,,,,,
1416,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",944,,,,,"Dependent-Head"
1062,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",879,,,,,
527,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",1003,,,,,
205,,FALSE,"neutral",,,"N_or_Pro",1,"363",,,,,212,,,FALSE,,"Dependent-Head"
389,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",976,,,,,"Dependent-Head"
568,,TRUE,"inalienable",,,"N_or_Pro",0,"659","government",,TRUE,"Governed",432,,,,,"Dependent-Head"
44,,FALSE,"neutral",,"juxtaposition","N",0,"",,,FALSE,"Juxtaposition",540,,,,,"Head-Dependent"
466,,FALSE,"neutral","semantic",,"N_or_Pro",1,"405","government",,TRUE,"Governed",258,"neutral","neutral",TRUE,,"Head-Dependent"
111,,FALSE,"neutral",,,"N",1,"291,292",,,,,109,,,FALSE,,"Head-Dependent"
443,,FALSE,"neutral",,,"N_or_Pro",0,"326","government",,TRUE,"Governed",266,,,,,"Dependent-Head"
188,,,,,,"N_or_Pro",0,"356","agreement/class marker",,TRUE,"Pronominal agreement",197,,,,,"Head-Dependent"
125,,TRUE,"inalienable",,,,0,"703","agreement/class marker",,TRUE,"Dep-driven agreement",1049,,,,,"Dependent-Head"
2662,,FALSE,"neutral",,"juxtaposition","Adj,N",0,"",,,FALSE,"Juxtaposition",759,,,,,"Dependent-Head"
172,,FALSE,"neutral",,,"N_or_Pro",0,"",,,,,175,,,,,
423,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",743,,,,,"Dependent-Head"
2015,,FALSE,"neutral",,,"N",0,"1569","government",,TRUE,"Governed",718,"pragmatic","specific",,,"Dependent-Head"
1183,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",897,,,,,
141,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",943,,,,,
419,,,,,,,1,"209",,,,,334,,,FALSE,,
2824,,,,,,"N",0,"1550","government",,TRUE,"Governed",643,,,,,"Dependent-Head"
680,,FALSE,"neutral",,,"N",0,"1531","agreement/class marker",,TRUE,"Dep-driven agreement",616,"referentiality","animate",,,"Possessor-Head-Poss.word"
149,,TRUE,"alienable",,,"N_or_Pro",0,"220","government",,TRUE,"Governed",158,,,,,
16,,TRUE,"inalienable",,,"N_or_Pro",0,"213",,,,,13,,,,,
369,,,,,,"N",1,"192",,,,,289,,,FALSE,,
1816,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",970,,,,,"Dependent-Head"
68,,,,,,"N",1,"216",,,,,61,,,FALSE,,"Head-Dependent"
1118,,,,,,"Adj",0,"",,"ungrammatical",,"Incorporation",932,,,,,
327,,,,,,"N_or_Pro",0,"572","government",,TRUE,"Governed",387,,,,,
138,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",855,,,,,"Head-Dependent"
23,,,,,,"N",0,"278",,,,,23,,,,,
317,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",852,,,,,"Dependent-Head"
21,,,,,"construct","N_or_Pro",1,"275","construct markers",,TRUE,"Construct state",16,,,FALSE,,
895,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",958,,,,,
515,,FALSE,"neutral",,,"N_or_Pro",0,"468","government",,TRUE,"Governed",34,,,,,"Head-Dependent"
1519,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",785,,,,,
2069,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",884,,,,,
358,,,,,"juxtaposition","Adj,Num",0,"",,,FALSE,"Juxtaposition",622,,,,,"Head-Dependent"
123,,FALSE,"neutral",,,"N",0,"297","government",,TRUE,"Governed",122,,,,,
324,,TRUE,"alienable",,,"N_or_Pro",0,"321",,,,,232,,,,,
503,,,,,,"Adj",0,"","agreement/class marker",,TRUE,"External-driven agreement",376,,,,,"Free"
654,,FALSE,"neutral",,,"N_or_Pro",0,"","agreement/class marker",,TRUE,"Dep-driven agreement",525,"referentiality","human",,"other close possessions",
681,,FALSE,"neutral",,"construct","DEM,Num",0,"","construct markers",,TRUE,"Anti-construct state",662,,,,,"Dependent-Head"
29,,TRUE,"inalienable",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",1046,,,,,
56,,FALSE,"neutral",,,"N_or_Pro",0,"347","mixed",,TRUE,"External-driven agr. + Governed",53,,,,,"Free"
20,,,,,"juxtaposition","Art,DEM,N,Num",0,"",,,FALSE,"Juxtaposition",576,,,,,"Head-Dependent"
56,,,,,,"Adj,Num",0,"",,,,"Incorporation",649,,,,,"Dependent-Head"
196,,FALSE,"neutral",,,"N_or_Pro",0,"",,,,,201,,,,,"Head-Dependent"
399,,FALSE,"neutral",,,,0,"421","government",,TRUE,"Governed",310,,,,,
120,,FALSE,"neutral","neutral",,"Pro",1,"281",,,,,117,,,FALSE,,
24,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",942,,,,,
150,,TRUE,"alienable",,,"N_or_Pro",0,"558","agreement/class marker",,TRUE,"Dep-driven agreement",381,,,,,"Dependent-Head"
491,,FALSE,"neutral",,"construct",,0,"","construct markers",,TRUE,"Linker",490,,,,,"Head-Dependent"
700,,FALSE,"neutral",,"construct","Adj",0,"","mixed",,TRUE,"Construct state + Anti-construct state",1037,,,,,"Dependent-Head"
987,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",969,,,,,
708,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",682,,,,,
44,,FALSE,"neutral",,,"Pro",0,"","government",,TRUE,"Governed",541,,,,,"Head-Dependent"
141,,,,,,"S",0,"1562",,,,,705,,,,,"Dependent-Head"
100,,TRUE,"alienable",,,"N_or_Pro",0,"332",,,,,96,,,,,
824,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",880,,,,,
660,,,,,,"S",0,"1559",,,,,671,,,,,"Head-Dependent"
428,,FALSE,"neutral",,,,0,"671","agreement/class marker",,TRUE,"Dep-driven agreement",439,,,,,
683,,,,,,"Num_above_20,Quant",0,"1391","government","OK",TRUE,"Modifier-governed adposition",585,,,,,"Dependent-Head"
414,,FALSE,"neutral",,,"N",0,"688","agreement/class marker",,TRUE,"Dep-driven agreement",442,,,,,"Head-Dependent"
422,,,,,,"Adj",0,"",,,FALSE,"Compound",652,,,,,"Head-Dependent"
232,,TRUE,"alienable",,,,0,"","government",,TRUE,"Governed",548,,,,,
535,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",445,,,,,
576,,TRUE,"alienable",,,,0,"490","agreement/class marker",,TRUE,"Dep-driven agreement",314,,,,,
613,,,,,,,0,"1606",,,,,796,,,,,"Head-Dependent"
2444,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",930,,,,,
