LID,Glottocode,Language,ISO639_3,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,Longitude,Latitude,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
2851,bahn1262,Bahnar,bdq,"Bahnar, Bana",Austroasiatic,,,,Eastern Mon-Khmer,Bahnaric,,,,108.8,13.99,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2853,nort2627,Low German (Old),nds,"Anglo-Saxon,English (Old)",Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,-1,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2854,oldh1241,High German (Old),goh,"Anglo-Saxon,English (Old)",Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,-1,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2855,olds1250,Old Saxon,osx,"Anglo-Saxon, Old Saxon, Old Low German",Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,-1,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2856,oldn1244,Old Norse,non,"Anglo-Saxon,English (Old)",Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,-1,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2857,oldf1241,Frisian (Old),ofs,Frisian (Eastern),Indo-European,,,Indo-Uralic,Germanic,West Germanic,Frisian,,,7.5,53.58,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2858,oldr1238,Russian (Old),orv,Old Russian,Indo-European,,,Indo-Uralic,Balto-Slavic,Slavic,East Slavic,,,38,56,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2859,chur1257,Bulgarian (Old),xbo,Bulgarian,Indo-European,,,Indo-Uralic,Balto-Slavic,Slavic,South Slavic,,,25,42.5,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2860,paci1278,Yup’ik (Pacific Gulf),ems,,Eskimo-Aleut,,,,Eskimoan,,,,,-145,61,,,,hg,North America,W N America,Alaska-Oregon,Americas
2862,chhi1245,Chintang,ctn,,Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Greater Eastern Kiranti,Yakkha-Limbu,,87.25,26.97,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2863,puma1239,Puma,pum,,Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Central Kiranti,Southern Kiranti,,87,26.8,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2864,tour1242,Toura,neb,"Toura, Tura, Ween",Mande,,Niger-Kordofanian,Macro-Niger-Congo,East Mande,,,,,-7.3,7.5,,,,,Africa,Africa,African Savannah,Africa
2865,wamb1257,Wambule,wme,"Wambule, Ambule, Chaurasia, Chaurasya, Chourase, Chourasia, Ombule, Tsaurasya, Umbule",Sino-Tibetan,,,,Kiranti,Western Kiranti,Chaurasiya,,,86.5,27.31,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2866,pali1273,Pali,pli,Pali,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Pali,,,83,25.2,,,,,Eurasia,S/SE Asia,Indic,Eurasia
2869,yaga1260,Yagaria,ygr,Yagaria,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Gorokan,,,,,145.38,-6.08,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
2871,nort2732,Northern Tujia,tji,Northern Tujia,Sino-Tibetan,,,,,,,,,110.5,31.8,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2872,west2594,Lani (Western Dani),dnw,,Dani,,,,,,,,,142,-4.32,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
2873,bant1281,Bantawa,bap,"Bantawa, Bantaba",Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Central Kiranti,Southern Kiranti,,87.0475,27.1775,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2875,yuwa1244,Waruwaru,yau,"Hoti, Joti, Jodi, Waruwaru, Yuwana, Yuana, Yoana",Hotí,"Joti, Yuwana",,,,,,,,-65.5,7,,,,not hg,South America,S America,NE South America,Americas
2876,palu1252,Palu'e,ple,,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,121.1,-8.3,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2878,adan1251,Adang,adn,"Kui (Indonesia), Lerabain, Masin-Lak",Timor-Alor-Pantar,,,,Alor-Pantar,Alor,,,,124,-8.3,,TRUE,,,Pacific,NG and Oceania,Oceania,Pacific
2879,nepa1253,Dhangar,kxl,"Jhangar, Uraon, Dhangar, Jhanger, Janghard, Jangad, Orau, Oraon, Kurux (Nepali)",Dravidian,,,,North Dravidian,,,,,86.4,26.6,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2880,sant1410,Satar,sat,,Austroasiatic,,,,Munda,Northern Munda,Kherwarian,,,87.8,26.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2881,kuru1302,Kisan,kru,,Dravidian,,,,North Dravidian,,,,,88,26.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2882,kaby1243,Berber (Kabyle),kab,"Berber (Kabyle), Taqbaylit",Berber,,,Afroasiatic,,,,Berber,,3,30,,,,,Africa,Africa,N Africa,Africa
2883,shug1248,Khufi,sgh,"Khuf, Chuf",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.56,37.95,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2884,zeba1237,Zebaki,NA,Zebak,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.46,36.64,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2885,shug1248,Shughni,sgh,"Shugan, Shugnan",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,72,37.7,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2886,shug1248,Bartangi,sgh,Bartang,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.86,38.05,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2887,shug1248,Roshorvi,sgh,"Oroshori, Oroshor",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.59,37.93,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2888,sari1246,Sariqoli,srh,Sarikoli,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,75.22,37.78,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2889,sang1344,Sanglichi,sgy,Sanglechi,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.3,36.43,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2890,yidg1240,Yidgha,ydg,,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.5,35.9,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2891,munj1244,Munji,mnj,,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,70.4,35.9,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2892,para1299,Parachi,prc,,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,69.2,35.1,,,,,Eurasia,S/SE Asia,Indic,Eurasia
2893,lati1261,Latin,lat,"Latin, Standard Latin",Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,12,42.6,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2894,sici1248,Sicilian,scn,"Calabro-Sicilian, Sicilianu, Siculu",Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,13.22,38.07,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2895,peri1253,Mongolian (Peripheral),mvf,"Southern-Eastern Mongolian, Inner Mongolian",Mongolic,Mongolian,,Altaic,,,,,,105,47,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2896,argo1244,Argobba,agj,Argobba,Semitic,,,Afroasiatic,West Semitic,Southern (West Semitic),Ethiopean,,,39.48,9.32,,,,,Africa,Africa,Greater Abyssinia,Africa
2897,assi1247,Assiniboine,asb,"Assiniboine, Assiniboin",Siouan,,,,,,,,,-106.3,52.07,,,,hg,North America,E N America,Basin and Plains,Americas
2898,caju1236,French (Cajun),fra,,Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,-91.8,30.27,,,,,Eurasia,E N America,E North America,Americas
2900,aves1237,Avestan,ave,"Pazend, Avesta",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northeast Iranian,,,61,41,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2901,yala1263,Yala,yba,"Yala, Iyala",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Idomoid,,,,,8.48,6.4,,,,,Africa,Africa,African Savannah,Africa
2902,thar1283,Tharaka,thk,"Kitharaka, Saraka, Sharoka< Meru",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,37.2,-0.32,,,,,Africa,Africa,S Africa,Africa
2903,dewo1238,Dewoin,dee,"De, Dey, Dei, Dewoi",Kru,,Niger-Kordofanian,Niger-Congo,Aizi,,,,,-10.46,6.19,,,,,Africa,Africa,African Savannah,Africa
2904,dumb1241,Dumbea,duf,"Ndumbea, Naa Dubea, Nraa Drubea, Dubea, Drubea",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,165.25,21.18,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2906,tami1289,Irula,tam,Irula,Dravidian,,,,South Dravidian,South Dravidian I,,,,78,11,,,,hg,Eurasia,S/SE Asia,Indic,Eurasia
2908,sama1313,Samaritan,smp,Samaritan Hebrew,Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),South-Central Semitic,Canaanitic,,35.11,32.3,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
2909,saur1248,Saurashtra,saz,"Saurashtri, Sourashtra, Sowrashtra, Patnuli",Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Southwestern Indo-Aryan,,,78.69,10.8,,,,,Eurasia,S/SE Asia,Indic,Eurasia
2910,sher1258,Sherbro,bun,"Sherbro, Amampa, Mampa, Mampwa, Shiba, Southern Bullom",South Atlantic,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,-12.93,7.9,,,,,Africa,Africa,African Savannah,Africa
2911,ural1274,Urali,url,"Urali, Oorazhi, Uraly, Urli",Dravidian,,,,South Dravidian,South Dravidian I,,,,76.95,9.86,,,,hg,Eurasia,S/SE Asia,Indic,Eurasia
2912,clas1252,Syriac,syc,"Ancient Syriac, Classical Syriac, Lishana Atiga, Suryaya, Suryoyo",Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),Aramaic,Aramaic,,38.79,37.16,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
2913,ngba1284,Ngbaka Ma'bo,nbm,"Bouaka, Bwaka, Gbaka, Ma’bo, Mbacca, Mbaka, Nbwaka, Ngbaka Limba",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,18.16,0.04,,,,,Africa,Africa,S Africa,Africa
2914,kara1481,Kara (Tanzania),reg,"Kara, Regi",Kara,,,,,,,,,33.1,-2.03,,,,,Africa,Africa,S Africa,Africa
2916,wakh1245,Wakhi,wbl,Wakhi,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,74.6,36.3,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2917,djiw1240,Djiwarli,djl,,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngayardic,,,,116.83,-24.31,,,,hg,Australia,Australia,S Australia,Pacific
2918,kirm1248,Kirmanjki,kiu,"Zaza, Northern Zaza, Zazaki, Alevica, Dimilki, Dersimki, So-Bê, Zonê Ma",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,39.55,39.11,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2919,diml1238,Dimili,diq,"Dimili, Zazaki, Southern Zaza, Zaza",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,39.21,38.68,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2920,yand1253,Yandruwandha,ynd,,Pama-Nyungan,,,Macro-Pama-Nyungan,Karnic,,,,,140.35,-28.18,,,,hg,Australia,Australia,S Australia,Pacific
2922,uppe1235,Tarom,tov,,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,48.48,36.66,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2923,kaja1247,Kajali,xkj,"Kajali, Kajal",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,45.35,38.51,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2924,shah1254,Shahrudi,shm,"Shahrudi, Shahrud",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,48.61,37.33,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2925,take1255,Chali,tks,"Tati (Southern), Chāli",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,49.8,35.7,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2926,take1255,Takestani,tks,Tati (Southern),Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,48.48,36.67,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2927,esht1238,Eshtehardi,esh,,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,50.36,35.7,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2928,dyir1250,Giramay (Dyirbal),dbl,"Giramay, Girramay",Pama-Nyungan,,,Macro-Pama-Nyungan,Dyirbalic,,,,,144,-17,,,,,Australia,Australia,N Australia,Pacific
2929,taly1247,Talysh (Northern),tly,,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,48.85,38.75,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2930,bett1235,Betta Kurumba,xub,"Betta Kurumba Nonstandard Tamil, Kadu Kurumba, Urali Kurumba",Dravidian,,,,South Dravidian,South Dravidian I,,,,76.42,11.24,,,,,Eurasia,S/SE Asia,Indic,Eurasia
2932,domm1246,Dom,doa,Dom,Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Chimbu,,,,,145.1,-6.43,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
2934,nuuu1241,Nǀuu,ngh,"Nhuki, ǀNuu",!Ui-Taa,,,,!Ui,,,,,20.65,-26.93,,,,,Africa,Africa,S Africa,Africa
2935,waim1253,Waimiri Atroari,atr,"Atroaí, Atroahí, Atroarí, Atrowari, Atroahy, Ki'nya, Waimiri",Cariban,Carib,,,,,,,,-61.36,0.34,,,,,South America,S America,NE South America,Americas
2936,phal1254,Palula,phl,"Palula, Palola, Phalulo, Dangarik, Biyori, Phalula",Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Dardic (Northwestern Indo-Aryan),,,71.53,35.28,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2939,huar1255,River Warihío,var,"River Warihío, Lowland Huarijío, Lowland Warihío, Lowland Guarijío, River Guarijío",Uto-Aztecan,,,,Southern Uto-Aztecan,Sonoran,,,,-108.56,27.1,,,,,North America,C America,Mesoamerica,Americas
2940,omet1237,Nahuatl (Ometepec),nht,Nahuatl (Ometepec) Ometepec Aztec,Uto-Aztecan,,,,Southern Uto-Aztecan,Aztecan,,,,-99.3,17.33,,,,,North America,C America,Mesoamerica,Americas
2941,texi1237,Popoluca (Texistepec),poq,Popoluca (Texistepec),Mixe-Zoque,,,,,,,,,-94.54,17.56,,,,,North America,C America,Mesoamerica,Americas
2943,molo1266,Moloko,mlw,"Molokwo, Mokyo, Molkoa, Molkwo, Molko, Melokwo",Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),,,,,14.2,10.34,,,,,Africa,Africa,African Savannah,Africa
2944,rabh1238,Rabha,rah,"Rabha, Rava",Sino-Tibetan,,,,Brahmaputran (Sal),"Bodo-Koch (Barish, Bodo-Garo)",,,,90.7,26.3,,,,,Eurasia,S/SE Asia,Indic,Eurasia
2946,botl1242,Botlikh,bph,Botlikh,Nakh-Daghestanian,,,,Daghestanian,Avar-Andic,Andic,,,46.22,42.66,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2947,darg1241,Dargi (Chirag),dar,"Chirag, Chirag Dargi",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.43,41.84,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2948,darg1241,Dargi (Mehweb),dar,"Meheb, Megeb, Mehwela, Megeb Dargi",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.05,42.25,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2949,darg1241,Dargi (Icari),dar,"Ic'ari, Icari Dargi",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.57,41.98,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2950,darg1241,Dargi (Urakhi),dar,"Urakhi, Uraxi, Urakhi Dargi, Uraxi Dargi",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.58,42.33,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2951,kara1500,Karajá,kpj,"Xambioá, Chamboa, Ynã",Macro-Ge,,,,Karajá,,,,,-50,-11,,,,,South America,S America,NE South America,Americas
2954,eton1253,Eton,eto,"Iton, Ìtón",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,11.2,4.26,,,,,Africa,Africa,African Savannah,Africa
2955,tora1259,Torau,ttu,Rorovana,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso-Melanesian linkage,,155.63,-6.21,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2956,sunw1242,Kõic,suz,"Sunwari, Sunuwar, Sunbar, Sunwari, Sonowar, Sonowal, Mukhiya, Kwoico Lo, Khoits Lo, Kõits",Sino-Tibetan,,,,Kiranti,Western Kiranti,Northwestern Kiranti,,,86.3,27.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2958,east1472,Keresan (Laguna),kee,,Keresan,Keres,,,,,,,,-106.67,35.42,,,,,North America,W N America,Basin and Plains,Americas
2959,puyu1239,Puyuma,puy,"Pyuma, Pilam, Pelam, Piyuma, Puyuma, Panapanayan, Kadas, Tipun",Austronesian,,,,Puyuma,,,,,121.13,22.75,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
2960,avar1256,Avar (Chadakolob),ava,Avar: Antsukh dialect (Chadakolob),Nakh-Daghestanian,,,,Daghestanian,Avar-Andic,Avar,,,46.32,42.19,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2962,akhv1239,Akhvakh (Northern),akv,Akhvakh northern dialect,Nakh-Daghestanian,,,,Daghestanian,Avar-Andic,Andic,,,46.35,42.52,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2967,darg1241,Dargi (Kaitag),dar,"Kaitag Dargi, Xajdak, Khaidak, Khaydaq'",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.85,42.11,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2969,tach1250,Shilha,shi,,Berber,,,Afroasiatic,,,,Berber,,-5,31,,,,,Africa,Africa,N Africa,Africa
2970,saar1237,Saaroa,sxr,"Saaroa, La’alua, La’arua, Pachien, Paichien, Rarua, Saarua, Saroa, Shishaban, Sisyaban",Austronesian,,,,Tsouic,,,,,120.77,23.17,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
2971,lazz1240,Laz (Ardeşen),lzz,Laz (Ardeşen),Kartvelian,,,,Georgian-Zan,Zan,,,,40.98,41.18,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2972,kamb1316,Kambaata,ktb,"Kambatta, Kambata, Kembata, Kemata, Kambara, Donga",Cushitic,,,Afroasiatic,Eastern Cushitic,,,,,37.88,7.23,,,,,Africa,Africa,Greater Abyssinia,Africa
2973,logb1245,Logba,lgq,,Kwa,,Niger-Kordofanian,Niger-Congo,Potou-Tano,,,,,4.7,6.58,,,,,Africa,Africa,African Savannah,Africa
2974,mina1276,Mina,hna,"Mina, Besleri, Hina",Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),Daba (a.k.a. Family A7),,,,13.856,10.369,,,,,Africa,Africa,African Savannah,Africa
2975,kelo1247,Klon,kyo,"Kelong, Kalong, Kolon, Kelon",Timor-Alor-Pantar,,,,Alor-Pantar,Alor,,,,124.1,-8.26,,,,,Pacific,NG and Oceania,Oceania,Pacific
2977,xibe1242,Sibe,sjo,Xibe,Tungusic,,,Altaic,Southern Tungusic,,,,,81,43.59,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2979,thul1246,Thulung (Ribdung),tdh,,Sino-Tibetan,,,,Kiranti,Midwestern Kiranti,,,,86.65,27.44,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2980,koii1238,Koyi,kkt,"Koyi, Koi, Koyu, Kohi, Koyi, Koi Bo'o, Koyu Bo'",Sino-Tibetan,,,,Kiranti,Midwestern Kiranti,,,,86.8,27.4,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2982,bari1286,Bariai,bch,Kabana,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,150.15,-5.55,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
2983,yalu1240,Jalonke,yal,"Djallonke, Dyalonke, Dialonke, Yalunke",Mande,,Niger-Kordofanian,Macro-Niger-Congo,West Mande,,,,,-10.73,10.03,,,,,Africa,Africa,African Savannah,Africa
2984,mian1256,Mian,mpt,"Mianmin, Mian",Macro-Ok,,,,Mountain Ok,,,,,141.58,-5.13,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
2985,abui1241,Abui,abz,"Barue, ""Barawahing"", Namatalaki",Timor-Alor-Pantar,,,,Alor-Pantar,Alor,,,,150.77,-6.12,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2986,tomm1242,Dogon (Tommo So),dto,"Tommo So, Tombo So",Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,-3.33,14.5,,,,,Africa,Africa,African Savannah,Africa
2987,jams1239,Dogon (Jamsay),djm,"Dogon (Jamsay Tegu), Jamsay, Dyamsay. Domno, Gono, Bama, Guru",Dogon,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,-3.61,14.35,,,,,Africa,Africa,African Savannah,Africa
2989,mual1241,Mualang,mtd,,Austronesian,,,,Malayo-Polynesian,,,,,111,0.5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2990,seim1238,Seimat,ssg,Ninigo,Austronesian,,,,Malayo-Polynesian,Oceanic,Admiralty,,,144.3,-1.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2992,teiw1235,Teiwa,twe,"Tewa (Indonesia), Deing, Madar, Lebang, Teiwa",Timor-Alor-Pantar,,,,Alor-Pantar,,,,,124.22,-8.28,,,,,Pacific,NG and Oceania,Oceania,Pacific
2993,babi1235,Witsuwit'en,bcr,"Witsuwit'en Babine, Babine, North Carrier",Na-Dene,,,,Athabaskan,,,,,-126,55,,,,,North America,W N America,Alaska-Oregon,Americas
2994,sanf1258,Huave (San Francisco del Mar),hue,Huave (San Francisco del Mar),Huave,,,,,,,,,-94.63,16.23,,,,not hg,North America,C America,Mesoamerica,Americas
2995,sasa1249,Sasak,sas,Sasak (Puyung meno-mené),Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,Bali-Sasak,,,116.2,-8.42,,,,,Eurasia,NG and Oceania,Oceania,Eurasia
2996,yakk1236,Yakkha,ybh,,Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Greater Eastern Kiranti,Yakkha-Limbu,,87.38,27.21,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2997,reye1240,Reyesano,rey,"Reyesano, San Borjano, Maropa",Pano-Tacanan,,,,Tacanan,,,,,-66.44,-14.51,,,,,South America,S America,NE South America,Americas
2998,jeru1240,Jero,jee,"Jerung, Jero Mala, Jerum, Jerunge, Jherung, Zero, Zero Mala, Zerum",Sino-Tibetan,,,,Kiranti,Western Kiranti,Chaurasiya,,,86.44,27.32,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2999,thul1246,Old Thulung (Mukli),tdh,Thulung Rai,Sino-Tibetan,,,,Kiranti,Midwestern Kiranti,,,,86.67,27.43,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
306,arva1236,Arvanitika,aat,"Arberichte, Arvanitic, Arvanitika",Indo-European,,,Indo-Uralic,Albanian,Albanian,,,,24.94,37.84,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
3001,juti1236,Jutish,jut,"Jutish, Jutlandish, Jysk, Western Danish",Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,8.86,54.94,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
3002,pary1242,Parya,paq,"Afghana-Yi Nasfurush, Afghana-Yi Siyarui, Laghmani, Pbharya",Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,,,,69.27,38.38,,,,,Eurasia,S/SE Asia,Indic,Eurasia
3003,cors1241,Corsican,cos,"Corsican, Corse, Corsi, Corso, Corsu",Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,8.76,41.92,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
3004,mark1255,Markweeta,enb,"Endo, Endo-Marakwet, Marakuet, Sambirir",Nilotic,,Core Nilo-Saharan,Eastern Sudanic,Southern Nilotic,,,,,35.51,0.95,,,,,Africa,Africa,S Africa,Africa
3005,tund1254,Enets (Tundra),enh,"Yenisei Samoyed, Enets (Tundra), Madu, Somatu, Yenisei Samoyedic",Uralic,,,Indo-Uralic,Samoyedic,Northern Samoyedic,,,,83.56,71.7,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
3006,shek1245,Sheko,she,,Omotic,,,Afroasiatic,,,,,,35.2,7,,,,,Africa,Africa,Greater Abyssinia,Africa
3007,bahi1252,Bahing,bhj,Bayung,Sino-Tibetan,,,,Kiranti,Western Kiranti,Northwestern Kiranti,,,86.4,27.3,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
3008,xian1251,Xiang,hsn,,Sino-Tibetan,,,,Sinitic,Central Sinitic,,,,112.9,28.21,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
3009,tsam1247,Tsamai,tsb,"Ts'amakko, Tsamai, Bago S’aamakk-Ulo, Cule, Kuile, Kule, S’amai, Tamaha, Ts’amay, Tsamakko, Tsamako",Cushitic,,,Afroasiatic,Eastern Cushitic,,,,,36.87,5.42,,,,,Africa,Africa,Greater Abyssinia,Africa
3010,nort2727,Lohorung,lbr,"Lohorung, Lorung",Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Greater Eastern Kiranti,Upper Arun,,87.2,27.4,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
