LID,Glottocode,Language,ISO639_3,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,Longitude,Latitude,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
1534,enya1247,Enya,gey,Enya,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,26.75,-4.75,,,,,Africa,Africa,S Africa,Africa
1535,patp1243,Patpatar,gfk,Patpatar,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip,,152.5,-3.77,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
1536,gura1252,Gurr-goni,gge,"Guragone,Gurr-goni",Burraran,,,Maningrida (Arnhem Land Family),,,,,,134.42,-12.25,,,,,Australia,Australia,N Australia,Pacific
1537,nort2702,Gondi,gno,"Gondi, Gaudi, Ghond, Godi, Gondi, Gondiva, Gondu, Gondwadi, Goondile, Goudi, Goudwal",Dravidian,,,,South Dravidian,South Dravidian II (”South-Central”),,,,81,19,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1538,kenu1236,Nubian (Hill),kzh,Nubian (Hill),Nubian,,Core Nilo-Saharan,Eastern Sudanic,,,,,,31,12,,,,,Africa,Africa,African Savannah,Africa
1539,guhu1244,Guhu-Samane,ghs,Guhu-Samane,Greater Binanderean,,Trans New Guinea,,Guhu-Samane,,,,,147.33,-8,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
1540,kitj1240,Kitja,gia,"Kitja, Gidja, Kidja, Kija",Djerragan,"Djeragan, Djerragan",,,,,,,,127.75,-17.5,,,,hg,Australia,Australia,N Australia,Pacific
1541,gida1247,Gidar,gid,Gidar,Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),,,,,14,10,,,,,Africa,Africa,African Savannah,Africa
1542,hinu1240,Hinuq,gin,"Hinukh, Hinux, Ginux, Hinuq",Nakh-Daghestanian,,,,Daghestanian,Tsezic,,,,45.99,42.18,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1543,nort3047,Giziga,gis,Giziga,Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),,,,,14.17,10.33,,,,,Africa,Africa,African Savannah,Africa
1544,guja1252,Gujarati,guj,Gujarati,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Southwestern Indo-Aryan,,,72,23,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1545,guja1253,Gojri,gju,Gojri,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,,,,76.25,32.75,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1546,goka1239,Gokana,gkn,Gokana,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Cross River,,,,,7.33,4.58,,,,,Africa,Africa,African Savannah,Africa
1547,dhan1270,Gaalpu,dhg,"Gaalpu, Dangu, Dhangu’mi, Djangu",Pama-Nyungan,,,Macro-Pama-Nyungan,Yolngu,,,,,136.75,-12.67,,,,,Australia,Australia,N Australia,Pacific
1548,gula1265,Gula Iro,glj,Gula Iro,Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,19.42,10.25,,,,,Africa,Africa,African Savannah,Africa
1549,gila1241,Gilaki,glk,Gilaki,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,50,37.33,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1550,gali1258,Galician,glg,Galician,Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,-8,43,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
1551,gula1269,Gula (Central African Republic),glu,Gula (Central African Republic),Bongo-Bagirmi,,,Central Sudanic,,,,,,22.5,9.5,,,,,Africa,Africa,African Savannah,Africa
1552,guma1253,Gumatj,gnn,"Gomadj, Gumait, Gumaj, Gumatj",Pama-Nyungan,,,Macro-Pama-Nyungan,Yolngu,,,,,135.5,-12.5,,,,hg,Australia,Australia,N Australia,Pacific
1553,gure1255,Gureng Gureng,gnr,Gureng Gureng,Pama-Nyungan,,,Macro-Pama-Nyungan,Waka-Kabic,,,,,151,-25.25,,,,hg,Australia,Australia,S Australia,Pacific
1554,guro1248,Guro,goa,Guro,Mande,,Niger-Kordofanian,Macro-Niger-Congo,East Mande,,,,,-6,7,,,,,Africa,Africa,African Savannah,Africa
1555,play1240,Playero,gob,Playero,Guahiboan,Guahiban,,,,,,,,-71,7,,,,not hg,South America,S America,NE South America,Americas
1556,godi1239,Godié,god,"Godie,Godié",Kru,,Niger-Kordofanian,Niger-Congo,East Kru,,,,,-5.83,5.42,,,,,Africa,Africa,African Savannah,Africa
1557,gogo1265,Gogodala,ggw,Gogodala,Suki-Gogodala,,Trans New Guinea,,,,,,,142.83,-8.08,,,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
1558,gola1255,Gola,gol,Gola,South Atlantic,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,-10.83,7.25,,,,,Africa,Africa,African Savannah,Africa
1559,cerm1238,Kirma,cme,Kirma,Gur,,Niger-Kordofanian,Niger-Congo,South Gur,,,,,-4.83,10.25,,,,,Africa,Africa,African Savannah,Africa
1560,goro1270,Gorowa,gow,Gorowa,Cushitic,,,Afroasiatic,Southern Cushitic,,,,,36.5,-4.5,,,,,Africa,Africa,S Africa,Africa
1561,goro1259,Gorontalo,gor,Gorontalo,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,Gorontalo-Mongondic,,,122,0.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1562,kist1241,Soddo,gru,Soddo,Semitic,,,Afroasiatic,West Semitic,Southern (West Semitic),Ethiopean,,,38.5,8.5,,,,,Africa,Africa,Greater Abyssinia,Africa
1563,germ1281,Sign Language German,gsg,"Deutsche Gebärdensprache,Sign Language German",Sign Language German,,,,,,,,,11,52,,,signed,,Eurasia,W and SW Eurasia,Europe,Eurasia
1564,gree1271,Sign Language Greek,gss,Sign Language Greek,Sign Language Greek,,,,,,,,,22,38.5,,,signed,,Eurasia,W and SW Eurasia,Europe,Eurasia
1565,guat1253,Guató,gta,"Guato,Guató",Guató,,,,,,,,,-58,-17,,,,hg,South America,S America,NE South America,Americas
1566,guaj1255,Guajajara,gub,Guajajara,Tupian,,,,Tupi-Guaraní,,,,,-46,-5,,,,,South America,S America,NE South America,Americas
1567,guri1247,Gurindji,gue,Gurindji,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngumbin,,,,130.67,-17.67,,,,hg,Australia,Australia,N Australia,Pacific
1568,guah1255,Guahibo,guh,Guahibo,Guahiboan,Guahiban,,,,,,,,-69,5,,,,hg,South America,S America,NE South America,Americas
1569,east2555,Eastern Bolivian Guaraní,gui,"Eastern Bolivian Guaraní, Chiriguano, Aba, Ava, Ava-guarani, Avá-guaraní, Bolivian Guaraní, Camba, Chané",Tupian,,,,Tupi-Guaraní,,,,,-64.33,-23.67,,,,,South America,S America,Andean,Americas
1570,guam1248,Guambiano,gum,Guambiano,Barbacoan,,,Paesan-Barbacoan,,,,,,-76.67,2.5,,,,,South America,S America,Andean,Americas
1571,guay1257,Guayabero,guo,Guayabero,Guahiboan,Guahiban,,,,,,,,-72,2.83,,,,not hg,South America,S America,NE South America,Americas
1572,ache1246,Aché,guq,"Guayakí, Guayaki, Aché",Tupian,,,,Tupi-Guaraní,,,,,-55.17,-25.25,,,,hg,South America,S America,SE South America,Americas
1573,fare1241,Gurenne,gur,Gurenne,Gur,,Niger-Kordofanian,Niger-Congo,North Gur,,,,,-0.92,10.83,,,,,Africa,Africa,African Savannah,Africa
1574,gour1243,Gurma,gux,Gurma,Gur,,Niger-Kordofanian,Niger-Congo,North Gur,,,,,1,12.25,,,,,Africa,Africa,African Savannah,Africa
1575,gusi1247,Gusii,guz,Gusii,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,34.83,-0.75,,,,,Africa,Africa,S Africa,Africa
1576,guan1268,Guana,gva,"Guana, Guaná, Cashquiha, Kaskiha, Enlhet",Mascoyan,,,,,,,,,-58,-22,,,,hg,South America,S America,SE South America,Americas
1577,guan1269,Guanano,gvc,"Guanano, Anana, Kótedia, Kótirya, Uanana, Wanâna, Wanano, Kotirya",Tucánoan,,,,,,,,,-69.5,0.83,,,,,South America,S America,NE South America,Americas
1578,goli1247,Golin,gvf,Golin,Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Chimbu,,,,,144.75,-6.33,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
1579,kuku1273,Kuku-Yalanji,gvn,Kuku-Yalanji,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northern Pama,,,,145,-16,,,,hg,Australia,Australia,N Australia,Pacific
1580,gavi1246,Gavião,gvo,"Gavião, Digüt, Gavião do Rondônia, Ikõro",Tupian,,,,,,,,,-62,-10.67,,,,,South America,S America,NE South America,Americas
1581,guma1254,Gumawana,gvs,"Gumawana, Gumasi",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip,,150.83,-9.25,,,,,Eurasia,NG and Oceania,S New Guinea,Pacific
1582,kala1373,Kalami,gwc,Kalami,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Dardic (Northwestern Indo-Aryan),,,72.5,35.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1583,gaww1239,Dullay (Gollango),gwd,Dullay (Gollango),Cushitic,,,Afroasiatic,Eastern Cushitic,,,,,37.25,5.5,,,,,Africa,Africa,Greater Abyssinia,Africa
1584,kwin1241,Gunin,gww,"Gunin, Kwini, Cuini, Gunin, Gwiini, Gwini, Kunan, Wunambal",Worrorran,,,,,,,,,126.67,-14.25,,,,,Australia,Australia,N Australia,Pacific
1585,weso1238,Guere,gxx,Guere,Kru,,Niger-Kordofanian,Niger-Congo,West Kru,,,,,-7.75,6.67,,,,,Africa,Africa,African Savannah,Africa
1586,nort2775,Gbaya Kara,gya,"Gbaya Kara, Gbaya, Gbaya Nord-Ouest",Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,15,6,,,,,Africa,Africa,African Savannah,Africa
1587,garu1246,Garus,gyb,Garus,Madang,,Trans New Guinea,,Croisilles,Mabuso,,,,145.67,-4.95,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1588,gayo1244,Gayo,gay,Gayo,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,97.5,4.5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1589,guny1241,Gunya,gyy,Gunya,Pama-Nyungan,,,Macro-Pama-Nyungan,Maric,,,,,146.5,-26.5,,,,hg,Australia,Australia,S Australia,Pacific
1590,gura1251,Hawrami,hac,Hawrami,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,45.5,35.75,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1592,nort2938,Haida (Northern),hdn,"Haida (Northern), Masset Haida",Haida,,,,,,,,,-132.5,54,,,,hg,North America,W N America,Alaska-Oregon,Americas
1593,hakk1236,Hakka,hak,Hakka,Sino-Tibetan,,,,Sinitic,Central Sinitic,,,,116,25,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1594,hala1252,Halang,hal,Halang,Austroasiatic,,,,Eastern Mon-Khmer,Bahnaric,,,,107.5,14.5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1595,hara1271,Harari,har,Harari,Semitic,,,Afroasiatic,West Semitic,Southern (West Semitic),Ethiopean,,,42.17,9.25,,,,,Africa,Africa,Greater Abyssinia,Africa
1596,hais1244,Haisla,has,Haisla,Wakashan,,,,Kwakiutlan (North Wakashan),,,,,-128.75,54,,,,hg,North America,W N America,Alaska-Oregon,Americas
1597,hait1244,Haitian Creole,hat,Haitian Creole,Haitian Creole,,,,,,,,creole,-72.5,19,,,,,North America,C America,Mesoamerica,Americas
1598,hawa1247,Hawaiian Creole,hwc,Hawaiian Creole,Hawaiian Creole,,,,,,,,creole,-158,21.5,,,,,Pacific,NG and Oceania,Oceania,Pacific
1599,haya1250,Haya,hay,Haya,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,31.5,-2,,,,,Africa,Africa,S Africa,Africa
1600,huic1243,Huichol,hch,Huichol,Uto-Aztecan,,,,Southern Uto-Aztecan,Sonoran,,,,-104,22,,,,,North America,C America,Mesoamerica,Americas
1601,hehe1240,Hehe,heh,Hehe,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,36,-8,,,,,Africa,Africa,S Africa,Africa
1602,heil1246,Heiltsuk,hei,Heiltsuk,Wakashan,,,,Kwakiutlan (North Wakashan),,,,,-127.5,52,,,,hg,North America,W N America,Alaska-Oregon,Americas
1603,hemb1242,Hemba,hem,"Hemba, Luba",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,27.17,-6.25,,,,,Africa,Africa,S Africa,Africa
1604,here1253,Herero,her,Herero,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,19,-20.58,,,,,Africa,Africa,S Africa,Africa
1605,lama1288,Lamang,hia,Lamang,Chadic,,,Afroasiatic,Biu-Mandara (Central Chadic),,,,,13.58,11.25,,,,,Africa,Africa,African Savannah,Africa
1606,hida1246,Hidatsa,hid,Hidatsa,Siouan,,,,,,,,,-102.5,47,,,,,North America,E N America,Basin and Plains,Americas
1607,hili1240,Hiligaynon,hil,Hiligaynon,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,123,10.25,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1608,hund1239,Hunde,hke,Hunde,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,28.83,-1.17,,,,,Africa,Africa,S Africa,Africa
1609,hali1244,Halia,hla,"Halia, Halia (Haku), Halia (Selau)",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso-Melanesian linkage,,154.67,-5.25,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1610,halb1244,Halbi,hlb,Halbi,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,,,,81,21,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1611,hmar1241,Hmar,hmr,Hmar,Sino-Tibetan,,,,Kukish (Mizo-Kuki-Chin),Kuki,,,,93,24.17,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1612,hani1248,Hani,hni,Hani,Sino-Tibetan,,,,Lolo-Burmese,Loloish,Southern Loloish,,,103,23,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1613,hanu1241,Hanunóo,hnn,Hanunóo,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121.25,12.33,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1614,hoav1238,Hoava,hoa,Hoava,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso-Melanesian linkage,,157.5,-8.08,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1615,hooo1248,Ho,hoc,Ho,Austroasiatic,,,,Munda,,,,,86,22,,,,,Eurasia,S/SE Asia,Indic,Eurasia
1616,holo1240,Holoholo,hoo,Holoholo,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,29.92,-5.17,,,,,Africa,Africa,S Africa,Africa
1617,hree1244,Hre,hre,Hre,Austroasiatic,,,,Eastern Mon-Khmer,Bahnaric,,,,108.67,14.67,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1618,hars1241,Harsusi,hss,Harsusi,Semitic,,,Afroasiatic,West Semitic,Southern (West Semitic),Ethiopean,,,56.5,20,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
1619,mini1256,Huitoto (Minica),hto,Huitoto (Minica),Witotoan,Huitotoan,,"Boran-Huitotoan, Boran-Witotoan",,,,,,-74,-0.33,,,,not hg,South America,S America,NE South America,Americas
1620,huam1247,Huambisa,hub,Huambisa,Jivaroan,,,,,,,,,-78,-4,,,,,South America,S America,NE South America,Americas
1621,hupa1239,Hupa,hup,Hupa,Na-Dene,,,,Athabaskan,,,,,-123.67,41.08,,,,hg,North America,W N America,California,Americas
1622,tsat1238,Tsat,huq,Tsat,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,109.5,18.25,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1623,halk1245,Halkomelem,hur,"Halkomelem, Chiliwack, Cowichan, Musqueam, Nanaimo",Salishan,,,,Coast Salish,Central Coast Salish,South Georgia,,,-122.5,49.5,,,,hg,North America,W N America,Alaska-Oregon,Americas
1624,muru1274,Huitoto (Murui),huu,"Witoto (Murui),Huitoto (Murui)",Witotoan,Huitotoan,,"Boran-Huitotoan, Boran-Witotoan",,,,,,-73.5,-1,,,,not hg,South America,S America,NE South America,Americas
1625,sanm1287,Huave (San Mateo del Mar),huv,Huave (San Mateo del Mar),Huave,,,,,,,,,-95,16.22,,,,,North America,C America,Mesoamerica,Americas
1626,nupo1240,Huitoto (Muinane),hux,Huitoto (Muinane),Witotoan,Huitotoan,,"Boran-Huitotoan, Boran-Witotoan",,,,,,-71,-2.42,,,,not hg,South America,S America,NE South America,Americas
1627,sabu1255,Sawu,hvn,Sawu,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,121.92,-11.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1628,hawa1245,Hawaiian,haw,Hawaiian,Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,Eastern Fijian-Polynesian linkage,,-155.5,19.58,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1629,iaai1238,Iaai,iai,"Iai, Yai, Iaai",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,166.58,-20.42,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1630,iatm1242,Iatmul,ian,Iatmul,Sepik,,,,Middle Sepik (Ndu),,,,,143.25,-4.25,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1631,iban1264,Iban,iba,Iban,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,112,2,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1632,ibib1240,Ibibio,ibb,Ibibio,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Cross River,,,,,7.83,5.25,,,,,Africa,Africa,African Savannah,Africa
1633,iwai1244,Iwaidja,ibd,Iwaidja,Iwaidjan,,,,,,,,,132.67,-11.5,,,,hg,Australia,Australia,N Australia,Pacific
1634,iban1267,Ibanag,ibg,Ibanag,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121.67,17.5,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1635,icel1236,Sign Language Icelandic,icl,Sign Language Icelandic,Sign Language Icelandic,,,,,,,,,-18,65,,,signed,,Eurasia,W and SW Eurasia,Europe,Eurasia
1636,idom1241,Idoma,idu,Idoma,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Idomoid,,,,,7.5,6.92,,,,,Africa,Africa,African Savannah,Africa
1637,bata1298,Ifugao (Batad),ifb,Ifugao (Batad),Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121.08,16.83,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1638,teke1274,Ifumu,ifm,"Ifumu, Telke",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,15.33,-3.67,,,,,Africa,Africa,S Africa,Africa
1639,ebir1243,Ebira,igb,Ebira,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Nupoid,,,,,7,8.17,,,,,Africa,Africa,African Savannah,Africa
1640,iged1239,Igede,ige,Igede,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Idomoid,,,,,8.17,7,,,,,Africa,Africa,African Savannah,Africa
1641,igna1246,Ignaciano,ign,"Ignaciano, Mojo, Moxo",Arawakan,,,,Bolivian,,,,,-65.42,-15.17,,,,,South America,S America,NE South America,Americas
1642,ihaa1241,Iha,ihp,Iha,West Bomberai,,Trans New Guinea,,,,,,,132.25,-2.92,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1643,ilaa1246,Ila,ilb,Ila Tonga,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,26.5,-15.58,,,,,Africa,Africa,S Africa,Africa
1644,ilok1237,Ilocano,ilo,"Ilocano, Ilokano",Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121,16,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1645,anam1248,Anamuxra,imi,Anamuxra,Madang,,Trans New Guinea,,Kalamic-South Adelbert,South Adelbert,,,,145,-4.67,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1646,inga1252,Inga,inb,Inga,Quechuan,,,Quechumaran (Andean),,,,,,-77,1,,,,,South America,S America,Andean,Americas
1647,dege1248,Degexit'an,ing,Degexit'an,Na-Dene,,,,Athabaskan,,,,,-160,62,,,,hg,North America,W N America,Alaska-Oregon,Americas
1648,indi1237,Sign Language Indo-Pakistani (Indian dialects),ins,Sign Language Indo-Pakistani (Indian dialects),Sign Language Indo-Pakistani (Indian dialects),,,,,,,,,80,24,,,signed,,Eurasia,S/SE Asia,Indic,Eurasia
1649,iowa1245,Oto,iow,Oto,Siouan,,,,,,,,,-96,40.5,,,,,North America,E N America,Basin and Plains,Americas
1650,iqui1243,Iquito,iqu,Iquito,Zaparoan,,,,,,,,,-74,-3.25,,,,not hg,South America,S America,NE South America,Americas
1651,irar1238,Irarutu,irh,Irarutu,Austronesian,,,,Malayo-Polynesian,South Halmahera-Western New Guinea (SHWNG),,,,133.5,-3,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
1652,isna1241,Isnag,isd,Isnag,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121,18.25,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1653,ital1275,Sign Language Italian,ise,Sign Language Italian,Sign Language Italian,,,,,,,,,13,42,,,signed,,Eurasia,W and SW Eurasia,Europe,Eurasia
1654,iris1235,Sign Language Irish,isg,Sign Language Irish,Sign Language Irish,,,,,,,,,-7.5,53.5,,,signed,,Eurasia,W and SW Eurasia,Europe,Eurasia
1655,nkem1242,Nkem,isi,"Nkem, Nkem-Nkum",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,,,,,8.58,6.58,,,,,Africa,Africa,African Savannah,Africa
1656,isra1236,Sign Language Israeli,isr,Sign Language Israeli,Sign Language Israeli,,,,,,,,,34.83,32,,,signed,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
1657,isok1239,Isoko,iso,Isoko,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Edoid,,,,,6.25,5.5,,,,,Africa,Africa,African Savannah,Africa
1658,isek1239,Isekiri,its,Isekiri,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Yoruboid,,,,,5.5,5.67,,,,,Africa,Africa,African Savannah,Africa
1659,itaw1240,Itawis,itv,Itawis,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121.5,17.75,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1660,itza1241,Itzaj,itz,"Itzaj, Itza",Mayan,,,,Yucatecan,,,,,-89.83,17,,,,,North America,C America,Mesoamerica,Americas
1661,iumi1238,Mien,ium,Mien,Miao-Yao,Hmong-Mien,,,,,,,,111,25,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1662,ivat1242,Ivatan,ivv,Ivatan,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,122,20.5,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
1663,iwam1256,Iwam,iwm,Iwam,Sepik,,,,Iwamic,,,,,142,-4.33,,,,not hg,Pacific,NG and Oceania,Interior New Guinea,Pacific
1664,ixca1245,Ixcatec,ixc,Ixcatec,Otomanguean,,,,Popolocan,,,,,-97.17,17.83,,,,,North America,C America,Mesoamerica,Americas
1665,ixil1251,Ixil,ixl,Ixil,Mayan,,,,Quichean-Mamean (Eastern Maya),Mamean,,,,-91,15.5,,,,,North America,C America,Mesoamerica,Americas
1666,ingr1248,Izhor,izh,"Izhor, Ingrian",Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,29,59,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1667,izie1238,Izi,izi,Izi,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Igboid,,,,,8,6.33,,,,,Africa,Africa,African Savannah,Africa
1668,jama1261,Jamamadi,jaa,Jamamadi,Arawan,Arauan,,,,,,,,-67,-7.5,,,,not hg,South America,S America,NE South America,Americas
1669,yabe1254,Jabêm,jae,"Yabem, Yabim, Jabêm",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,147.78,-6.58,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
1670,jama1262,Jamaican Creole,jam,Jamaican Creole,Jamaican Creole,,,,,,,,creole,-77.25,18.17,,,,,North America,C America,Mesoamerica,Americas
1671,java1254,Javanese,jav,Javanese,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,111,-7,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1672,yaqa1246,Yaqay,jaq,Yaqay,Marind,,Trans New Guinea,,,,,,,139.25,-6.58,,,,hg,Pacific,NG and Oceania,S New Guinea,Pacific
1673,jara1263,Jarawa (Nigeria),jar,Jarawa (Nigeria),Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,,,,,10.5,9.5,,,,,Africa,Africa,African Savannah,Africa
1674,aran1237,Arandai,jbj,Arandai,Marind,,Trans New Guinea,,,,,,,133,-2.08,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1675,djeo1235,Jabutí,jbt,Jabutí,Macro-Ge,,,,Jabutí,,,,,-62.25,-12.25,,,,hg,South America,S America,NE South America,Americas
1676,juku1254,Jukun,jbu,Jukun,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Platoid,,,,,10.42,6.92,,,,,Africa,Africa,African Savannah,Africa
1677,jebe1250,Jebero,jeb,Jebero,Cahuapanan,,,,,,,,,-76.5,-5.42,,,,not hg,South America,S America,NE South America,Americas
1678,jehh1245,Jeh,jeh,Jeh,Austroasiatic,,,,Eastern Mon-Khmer,Bahnaric,,,,107.83,15.17,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1679,yeii1239,Yei,jei,Yei,Morehead and Upper Maro Rivers,,,,,,,,,140.92,-7.92,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
1680,yelm1242,Yelmek,jel,Yelmek,Bulaka,Bulaka River,,South Central Papuan,,,,,,139.17,-7.67,,,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
1681,mane1266,Manem,jet,Manem,Border,,,,Waris,,,,,140.83,-3,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
1682,jeha1242,Jahai,jhi,Jahai,Austroasiatic,,,,Southern Mon-Khmer,Aslian,Jehaic,,,101.5,5.75,,,,hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
